gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	lec_type
4930523C07Rik	2.379720252262122e-9	-0.27140718911590356	0.515	0.686	5.0100250470874454e-5	8.360947627804238e-11	-0.2820051441645939	0.446	0.725	1.7602303040816262e-6	2.379720252262122e-9	1.6721895254909364e-10	PvC
Rpl13	3.172446217424985e-11	-0.3903543709951973	0.891	0.982	6.67895102154482e-7	2.4000858995747333e-9	-0.3258756492886634	0.945	1	5.052900844374686e-5	2.4000858995747333e-9	6.344892434749317e-11	fLEC
Rpl28	2.4220042869309217e-9	-0.5245269384584266	0.739	1	5.09904562527567e-5	7.775165712288752e-10	-0.36718781175461457	0.898	1	1.636905637408151e-5	2.4220042869309217e-9	1.5550331418532176e-9	fLEC
Pnkd	7.978113400480028e-14	-0.7624829918748808	0.087	0.875	1.6796322142030602e-9	2.46389464301326e-9	-0.5310793775844294	0.205	0.808	5.1872373919358164e-5	2.46389464301326e-9	1.5956226800959368e-13	fLEC
Ltc4s	2.5171905481280347e-9	-0.5598623322069058	0.049	0.439	5.2994412609739515e-5	1.3260470655028443e-21	-0.6885323183392178	0.042	0.613	2.791726887003138e-17	2.5171905481280347e-9	2.6520941310057013e-21	Marco_LEC
Anxa11	1.620580605530239e-10	-0.4646359433334712	0.087	0.821	3.4118083488228124e-06	2.527803478557834e-9	-0.32484099860887294	0.134	0.769	5.321784663407807e-5	2.527803478557834e-9	3.2411612107978466e-10	fLEC
Anpep	2.533144579646209e-9	-0.632166699443441	0	0.638	5.333029283529164e-5	4.826582638777814e-12	-0.6017302266206148	0.016	0.667	1.0161404429418931e-7	2.533144579646209e-9	9.653165277532319e-12	Collecting
Slc4a4	2.534375210902856e-9	-0.5688864167630507	0.087	0.75	5.335620131513783e-5	2.0129702333998144e-16	-0.5738316497072055	0.087	0.885	4.237906232376629e-12	2.534375210902856e-9	4.0259404667996234e-16	fLEC
Serf1	2.562816364387274e-9	-0.388460162521726	0.043	0.661	5.395497291944528e-5	8.616767130462596e-18	-0.47444454201070674	0.016	0.615	1.8140879839762902e-13	2.562816364387274e-9	1.7233534260925163e-17	fLEC
Plcb4	2.5631927787216255e-9	-0.4619636010696568	0.087	0.786	5.396289757042638e-5	8.645169040384432e-16	-0.6315343378469525	0.071	0.769	1.8200674380721345e-11	2.5631927787216255e-9	1.729033808076889e-15	fLEC
Clec14a	5.355644892932024e-12	-0.4757696168096035	0	0.696	1.127523919308979e-7	2.563311319422637e-9	-0.38467280401271126	0.071	0.538	5.396539320780478e-5	2.563311319422637e-9	1.0711289785835333e-11	fLEC
Foxp2	3.923884771808725e-10	-0.887993136460151	0.083	0.768	8.26095461008891e-6	2.570477101093113e-9	-0.8574477197234605	0.143	0.852	5.4116254409313306e-5	2.570477101093113e-9	7.847769542077751e-10	Collecting
F8	2.0819156106223215e-10	-0.9365230288522505	0.283	0.946	4.383056935043174e-6	2.5820702310865736e-9	-0.7553183954186622	0.488	0.923	5.436032457506564e-5	2.5820702310865736e-9	4.1638312208111963e-10	fLEC
Rpl17	1.2819275005693673e-10	-0.5794001524740753	0.696	0.982	2.698841966948689e-6	2.5839589341855213e-9	-0.37280113768146084	0.882	1	5.440008744140778e-5	2.5839589341855213e-9	2.563855000974395e-10	fLEC
Pold4	2.590045701870179e-9	-0.4526474516981285	0.414	0.745	5.452823216147288e-5	2.1431063661431333e-20	-0.3925996441651086	0.422	0.789	4.511881832641138e-16	2.590045701870179e-9	4.2862127322862787e-20	B cells
Cbx6	2.6054906240735346e-9	-0.4744924783900007	0.087	0.732	5.4853394108620126e-5	5.6547238834445465e-12	-0.46522984204260037	0.063	0.615	1.1904890191815803e-7	2.6054906240735346e-9	1.1309447766857087e-11	fLEC
Zc3h7b	2.6054906240735346e-9	-0.4679230471680954	0.087	0.732	5.4853394108620126e-5	1.8195199635504033e-9	-0.3669289893122146	0.118	0.692	3.830635379262664e-5	2.6054906240735346e-9	3.6390399237901456e-9	fLEC
Stk38	2.6339159552211676e-9	-0.4437948180664083	0.153	0.505	5.545183260527124e-5	1.3009507423165471e-21	-0.296609186521293	0.151	0.442	2.7388915977990268e-17	2.6339159552211676e-9	2.6019014846330928e-21	B cells
H3f3a	1.296458349787668e-12	-0.904632617333404	0.457	0.946	2.7294337638079774e-8	2.6475438439010825e-9	-0.6657211114934654	0.654	0.923	5.573874054564949e-5	2.6475438439010825e-9	2.5929166995736477e-12	fLEC
Cdk11b	8.697669432763074e-10	-0.7292990333029423	0.261	0.964	1.83112034567961e-5	2.666644372674641e-9	-0.6482653541109948	0.402	1	5.614086397791922e-5	2.666644372674641e-9	1.739533885796118e-9	fLEC
Dtymk	2.740276599425524e-9	-0.4992533206861002	0.109	0.768	5.7691043247705554e-5	2.388298520198035e-9	-0.4149702674010962	0.157	0.769	5.028084874572923e-5	2.740276599425524e-9	4.776597034692084e-9	fLEC
Tnrc6c	2.7502541324209725e-9	-0.4947199314831859	0.066	0.463	5.7901100249858735e-5	3.072187615868509e-13	-0.3504102021208567	0.071	0.548	6.4678765876879716e-9	2.7502541324209725e-9	6.144375231736064e-13	Marco_LEC
Hexa	2.786327831187092e-9	-0.3647761460750075	0.074	0.488	5.866055982998185e-5	2.2138596839607765e-10	-0.42620760166426963	0.096	0.548	4.660838792642622e-6	2.786327831187092e-9	4.427719367431422e-10	Marco_LEC
Eci2	2.8031347703805692e-9	-0.43153686216542225	0.065	0.679	5.901439632082212e-5	1.432694833582843e-9	-0.3407932707241794	0.102	0.654	3.0162524331419595e-5	2.8031347703805692e-9	2.8653896651130717e-9	fLEC
Ttyh3	2.8104958950625317e-9	-0.4183435445336997	0.109	0.804	5.916937007875148e-5	2.1853564285968052e-10	-0.41957627903568995	0.102	0.692	4.600830889124854e-6	2.8104958950625317e-9	4.3707128567160227e-10	fLEC
Nop10	2.906805056778169e-9	-0.5601144514328955	0.152	0.857	6.119696686035079e-5	2.3754039476440923e-10	-0.5607064201970082	0.236	0.923	5.000937930975108e-6	2.906805056778169e-9	4.750807894723924e-10	fLEC
Gpr137b	1.7556731136048457e-9	-0.5026182272529823	0.043	0.661	3.6962186060722814e-5	2.9202635136614845e-9	-0.32466899754511125	0.126	0.731	6.148030775311523e-5	2.9202635136614845e-9	3.5113462241272938e-9	fLEC
Herpud1	2.9427501203202443e-9	-0.5011134058552746	0.13	0.804	6.19537182831021e-5	3.487089225178932e-16	-0.6645173347194697	0.118	0.923	7.341368945769205e-12	2.9427501203202443e-9	6.974178450357898e-16	fLEC
Nceh1	1.2679991869620663e-11	-0.703860875444402	0.109	0.893	2.669518688311238e-7	3.1143518766468106e-9	-0.5419261070619309	0.228	0.885	6.55664500590453e-5	3.1143518766468106e-9	2.5359983739080472e-11	fLEC
Kmt2c	3.14839815651421e-9	-0.3371721671095717	0.049	0.415	6.628322638909367e-5	4.589699719039977e-10	-0.3132400942674841	0.088	0.516	9.662694818494864e-6	3.14839815651421e-9	9.179399435973408e-10	Marco_LEC
Rps4x	3.157363063660731e-9	-0.5942871899499276	0.631	0.902	6.647196457924937e-5	2.055535762364829e-12	-0.6462696472782925	0.674	1	4.3275194405066744e-8	3.157363063660731e-9	4.111071524725423e-12	Marco_LEC
Creg2	1.9355032694309774e-10	-0.34964225991409864	0.027	0.389	4.074815033133037e-6	3.1838283411863493e-9	-0.3182800585722516	0.023	0.281	6.702913806699622e-5	3.1838283411863493e-9	3.871006538487326e-10	cLEC
Ttyh3	2.9991185251044415e-11	-0.5255031017396983	0.098	0.542	6.314044230902381e-7	3.220790062054339e-9	-0.45163444118713203	0.073	0.438	6.780729317643e-5	3.220790062054339e-9	5.998237050118933e-11	cLEC
Gsn	3.2529281837556535e-9	-0.923558550376777	0.083	0.754	6.848389705260777e-5	4.728904011258118e-10	-0.8098259161261294	0.206	0.889	9.955761614901715e-6	3.2529281837556535e-9	9.457808020279975e-10	Collecting
Ache	8.316530898315274e-10	-0.3749927356824788	0	0.589	1.7508792500223146e-5	3.2744676993989125e-9	-0.30676095102419904	0.094	0.654	6.89373684754453e-5	3.2744676993989125e-9	1.6633061789714035e-9	fLEC
Sinhcaf	3.277178749643756e-9	-0.4822253646829475	0.043	0.643	6.899444421625e-5	3.3734366964426735e-14	-0.4566832978288652	0.094	0.808	7.102096277020761e-10	3.277178749643756e-9	6.746873392885211e-14	fLEC
Tsc22d1	3.3042580861791703e-9	-0.7365381113199924	0.164	0.61	6.956454548833007e-5	3.7891864817462685e-13	-0.7384384206185951	0.184	0.806	7.97737430002042e-9	3.3042580861791703e-9	7.578372963491081e-13	Marco_LEC
Slc29a1	3.333717435118921e-9	-0.48895558997207483	0.087	0.714	7.018475316155865e-5	2.981806720981473e-14	-0.4603447348545067	0.063	0.692	6.277597689682295e-10	3.333717435118921e-9	5.96361344196285e-14	fLEC
Mfap5	3.591226732664192e-14	-0.43731715079000016	0.079	0.243	7.560609640277924e-10	3.3695943130835404e-9	-0.4002759066340844	0.113	0.256	7.094006907334777e-5	3.3695943130835404e-9	7.182453465328251e-14	PvC
Ap2a2	1.9967513166639585e-10	-0.6413899330376093	0.109	0.893	4.203760546972632e-6	3.4100784976206694e-9	-0.6035075921525832	0.331	1	7.179238261040795e-5	3.4100784976206694e-9	3.993502632929206e-10	fLEC
Tmem64	1.343102980655721e-10	-0.8203915472785152	0.056	0.768	2.8276347051744895e-6	3.5120090396484073e-9	-0.5631246609825492	0.079	0.704	7.393832631171792e-5	3.5120090396484073e-9	2.686205961131042e-10	Collecting
Cavin2	3.5184200992916716e-9	-0.8569550778972252	0.472	0.855	7.407329835038756e-5	2.3569014530638377e-9	-0.9087378371277907	0.54	0.963	4.9619846291352976e-5	3.5184200992916716e-9	4.713802900572686e-9	Collecting
Lmnb1	5.9367289420270756e-12	-0.674162832887744	0.018	0.346	1.2498595441649602e-7	3.544449608382782e-9	-0.413284506102951	0.069	0.35	7.46212976052827e-5	3.544449608382782e-9	1.1873457884018884e-11	unassigned-LEC
Ndufb10	3.562968126493602e-9	-0.6138867879781266	0.13	0.821	7.50111679670698e-5	1.592859303925934e-10	-0.5553134941494102	0.213	0.846	3.353446692555269e-6	3.562968126493602e-9	3.1857186075981443e-10	fLEC
Gas7	3.563582975361289e-9	-0.6326962048778648	0.115	0.537	7.502411238028122e-5	4.355994238235412e-10	-0.3390327964523659	0.088	0.516	9.170674669757012e-6	3.563582975361289e-9	8.711988474573342e-10	Marco_LEC
Igf1r	3.579211916214355e-9	-0.6858633977435531	0.283	0.929	7.535314847206081e-5	1.412683332154722e-10	-0.6550354000801782	0.244	0.885	2.9741222191853366e-6	3.579211916214355e-9	2.8253666641098755e-10	fLEC
Ablim1	3.6298687325993364e-9	-0.3757938740557185	0.065	0.696	7.641962642741384e-5	3.0097280380576017e-12	-0.4710881147129695	0.079	0.692	6.33638043852267e-8	3.6298687325993364e-9	6.019456076106138e-12	fLEC
Bambi	3.6612390702396026e-9	-0.5219739712855894	0.13	0.804	7.708006614575436e-5	7.026007621877205e-12	-0.5744695441741432	0.118	0.769	1.479185384633808e-7	3.6612390702396026e-9	1.4052015243705027e-11	fLEC
Hadh	3.6971694610919488e-9	-0.30508980192794793	0	0.268	7.78365086643688e-5	6.364638453608812e-21	-0.39301852997109155	0.013	0.452	1.339947333638263e-16	3.6971694610919488e-9	1.2729276907217619e-20	Marco_LEC
Cd302	3.7103915249756326e-9	-0.37506536218288883	0.062	0.417	7.811487277531199e-5	9.374922862019317e-10	-0.4327708261717074	0.046	0.375	1.9737025101409267e-5	3.7103915249756326e-9	1.8749845715249666e-9	cLEC
Cfp	3.72723482195816e-9	-0.4312647365910116	0.043	0.661	7.846947470668514e-5	1.0481381497612876e-9	-0.32973453480051373	0.094	0.654	2.2066452466924386e-5	3.72723482195816e-9	2.0962762984239783e-9	fLEC
Tle5	3.741446530116758e-9	-0.7339210727200743	0.205	0.707	7.87686737985481e-5	1.0650978278563152e-11	-0.7432728909427033	0.176	0.742	2.2423504569859003e-7	3.741446530116758e-9	2.1301956557012802e-11	Marco_LEC
Dag1	3.7931499182882985e-9	-0.481958137837986	0.087	0.75	7.985718522972355e-5	1.1536614379781966e-11	-0.39026724282686187	0.142	0.885	2.4288034253754975e-7	3.7931499182882985e-9	2.3073228759430808e-11	fLEC
Col4a5	3.905495605086238e-9	-0.47389827217075065	0.109	0.768	8.222239897388056e-5	2.7449011194022426e-12	-0.5647100653096974	0.134	0.808	5.7788403266775416e-8	3.905495605086238e-9	5.489802238796946e-12	fLEC
Cdh4	3.961972831211265e-9	-0.36810046514561406	0	0.554	8.341141401549076e-5	2.2871445880820348e-17	-0.3511077569833621	0.016	0.615	4.815125501289108e-13	3.961972831211265e-9	4.5742891761640936e-17	fLEC
Tbc1d12	3.961972831211265e-9	-0.3520319630268896	0	0.554	8.341141401549076e-5	1.2681959245453315e-13	-0.2627956817506503	0.016	0.5	2.6699328799452867e-9	3.961972831211265e-9	2.536391849090499e-13	fLEC
Prkci	3.961972831211265e-9	-0.33968025429434895	0	0.554	8.341141401549076e-5	1.3575758586442147e-11	-0.26826488068643584	0.039	0.538	2.858104455203665e-7	3.961972831211265e-9	2.7151517172699933e-11	fLEC
Vkorc1	3.992711342683377e-9	-0.3973923864225037	0.006	0.231	8.405855189751314e-5	2.0584800281453706e-11	-0.29715537905842593	0.053	0.35	4.3337180032544487e-7	3.992711342683377e-9	4.116960056248359e-11	unassigned-LEC
Romo1	4.022455544507912e-9	-0.6933513890205221	0.196	0.804	8.468475657852507e-5	9.263743447365415e-10	-0.6730067198443987	0.276	0.846	1.950295907973841e-5	4.022455544507912e-9	1.852748688614912e-9	fLEC
Thy1	4.030857250637878e-9	-0.6833078537847187	0.226	0.692	8.486163769767923e-5	2.06574841719313e-27	-0.5877799965611381	0.237	0.743	4.349020142716696e-23	4.030857250637878e-9	4.131496834386276e-27	T cells
Lyst	4.035307199041828e-9	-0.5016832333346511	0.022	0.607	8.49553224614276e-5	2.052107298476119e-15	-0.5152605827325999	0.071	0.769	4.320301495481773e-11	4.035307199041828e-9	4.1042145969522355e-15	fLEC
Tmem126a	4.035307199041828e-9	-0.3686052711585049	0.022	0.607	8.49553224614276e-5	3.7215106440321415e-10	-0.3134555905709963	0.094	0.654	7.834896358880868e-6	4.035307199041828e-9	7.443021286679312e-10	fLEC
Tle5	4.113808160758102e-9	-0.41530999076466857	0.774	0.974	8.660800320844033e-5	1.7016296890556682e-21	-0.4548638449195256	0.62	0.93	3.5824409843688983e-17	4.113808160758102e-9	3.403259378111342e-21	T cells
Cav1	4.119934282592916e-9	-0.6785443478121098	0.055	0.385	8.673697645142866e-5	2.697984366441823e-13	-0.9110692131483152	0.149	0.6	5.6800664866699695e-9	4.119934282592916e-9	5.395968732882913e-13	unassigned-LEC
Etfb	4.145073106545753e-9	-0.4261171394456775	0.006	0.231	8.726622411210775e-5	2.783297688336339e-11	-0.40075684725791483	0.071	0.4	5.859676623254494e-7	4.145073106545753e-9	5.566595376595198e-11	unassigned-LEC
Tgfbi	4.171480254683973e-9	-0.6073858794095514	0.13	0.804	8.782217380186168e-5	1.1213232492328754e-9	-0.5687972173941961	0.165	0.769	2.3607218366099724e-5	4.171480254683973e-9	2.2426464972083775e-9	fLEC
Pgrmc2	4.190530466712454e-9	-0.4975286054731829	0.09	0.512	8.82232379156973e-5	6.431952453615687e-14	-0.45994095646748645	0.105	0.645	1.3541189500597106e-9	4.190530466712454e-9	1.2863904907230914e-13	Marco_LEC
Gria3	4.192454901589546e-9	-0.2651471527500115	0	0.278	8.826375304316471e-5	6.402871141606302e-14	-0.27674902387214473	0	0.25	1.3479964614423747e-9	4.192454901589546e-9	1.2805742283212177e-13	cLEC
Klhl4	4.195230555761645e-9	-0.8137708089461911	0.111	0.812	8.832218889044991e-5	1.3704870915175257e-10	-0.7548142317082501	0.206	0.926	2.885286473771847e-6	4.195230555761645e-9	2.740974182847219e-10	Collecting
Auts2	4.231765378746391e-9	-0.4424184212192579	0.074	0.488	8.909135651874776e-5	5.9087418196078386e-12	-0.3771323310730046	0.075	0.548	1.2439674152820383e-7	4.231765378746391e-9	1.1817483639180745e-11	Marco_LEC
Cux1	4.2643938799656235e-9	-0.39844737491295046	0.162	0.526	8.977828435491627e-5	3.7285472338423784e-19	-0.2637093219276287	0.166	0.458	7.849710491408359e-15	4.2643938799656235e-9	7.457094467684746e-19	B cells
Tkt	4.363532093338636e-9	-0.5049000511627374	0.109	0.75	9.18654411610583e-5	7.013108932990463e-11	-0.41580880244243706	0.118	0.769	1.4764698236624823e-6	4.363532093338636e-9	1.4026217865489065e-10	fLEC
Cox7a2l	4.428149289013282e-9	-0.7392352716184531	0.254	0.707	9.322582698159662e-5	7.26789584629672e-13	-0.8173222380075281	0.205	0.806	1.5301101125208485e-8	4.428149289013282e-9	1.4535791692588145e-12	Marco_LEC
Fabp4	4.452440449613142e-9	-0.4139212412839861	0.162	0.536	9.373722878570548e-5	1.4019628625655433e-36	-0.5573671366045596	0.302	0.773	2.951552414559238e-32	4.452440449613142e-9	2.803925725131108e-36	B cells
Park7	4.465033595071018e-9	-0.6437780430045668	0.217	0.804	9.400235227703015e-5	3.4627708653932957e-10	-0.6314603258091218	0.299	0.885	7.2901715029125055e-6	4.465033595071018e-9	6.925541729587511e-10	fLEC
Bcam	4.466958928373911e-9	-0.4195261383348133	0.006	0.231	9.404288631905595e-5	3.1194033631161867e-12	-0.3495551864969894	0.042	0.325	6.567279900368508e-8	4.466958928373911e-9	6.23880672622263e-12	unassigned-LEC
2900026A02Rik	4.466958928373911e-9	-0.443932926810181	0.006	0.231	9.404288631905595e-5	5.45320669841853e-12	-0.26121807474029995	0.035	0.3	1.1480636062180531e-7	4.466958928373911e-9	1.0906413396807301e-11	unassigned-LEC
Ctsh	8.233862136209495e-16	-0.7424345438572767	0.071	0.611	1.733474995536185e-11	4.49609514272076e-9	-0.5839956794282606	0.11	0.5	9.465629103970016e-5	4.49609514272076e-9	1.6467724272419002e-15	cLEC
Gm13889	4.525950545712233e-9	-0.29027321884002233	0.445	0.549	9.528483683887964e-5	3.7782400224926423e-39	-0.5667729212203205	0.401	0.768	7.95432871935376e-35	4.525950545712233e-9	7.556480044985277e-39	FRC
Tex261	4.549414236246442e-9	-0.447009696463849	0.13	0.804	9.577881791569634e-5	1.2644629042289723e-11	-0.40021127333158824	0.11	0.769	2.6620737522732554e-7	4.549414236246442e-9	2.528925808441956e-11	fLEC
Setbp1	4.55793945254842e-9	-0.4351216431224195	0.065	0.696	9.59582992945019e-5	2.9158510926172154e-18	-0.5769340789071238	0.039	0.731	6.138741305287024e-14	4.55793945254842e-9	5.8317021852344546e-18	fLEC
Ndufb3	4.205060716338906e-9	-0.718100207418378	0.18	0.634	8.852914326108299e-5	4.561516668417131e-9	-0.5195638098042383	0.201	0.71	9.603361042018587e-5	4.561516668417131e-9	8.410121414995259e-9	Marco_LEC
Parl	4.636896953223201e-9	-0.3722917583222865	0.006	0.231	9.762059155620805e-5	5.883383878614273e-10	-0.30521123671291184	0.06	0.35	1.2386288079646629e-5	4.636896953223201e-9	1.1766767753767118e-9	unassigned-LEC
Ctnnal1	5.355521569616237e-10	-0.8010170666794966	0.111	0.841	1.1274979560513064e-5	4.6517535623085005e-9	-0.6419008405978635	0.159	0.815	9.793336774728087e-5	4.6517535623085005e-9	1.0711043136364306e-9	Collecting
Rps5	3.1710078976908096e-12	-0.7292424450983508	0.609	0.964	6.675922927008461e-8	4.675364258224184e-9	-0.49104439129479194	0.803	0.962	9.843044372839374e-5	4.675364258224184e-9	6.3420157953715614e-12	fLEC
Lage3	4.70154449551367e-9	-0.31804441678519313	0.043	0.661	9.898161626404929e-5	1.6084013656673126e-9	-0.29864300491674745	0.055	0.5	3.386167395139393e-5	4.70154449551367e-9	3.216802728747669e-9	fLEC
Hspb11	4.785159046553178e-9	-0.36330800517662987	0.043	0.625	1.0074195340708405e-4	8.003242880020714e-11	-0.38485154521227183	0.071	0.615	1.684922723530761e-6	4.785159046553178e-9	1.600648575940091e-10	fLEC
Acaa2	4.887366869395397e-9	-0.2876816162379514	0.022	0.607	1.028937347013813e-4	1.2681959245453315e-13	-0.29916128820888227	0.016	0.5	2.6699328799452867e-9	4.887366869395397e-9	2.536391849090499e-13	fLEC
Gde1	4.887366869395397e-9	-0.32392326303869745	0.022	0.607	1.028937347013813e-4	2.6247272905849917e-13	-0.38239128655736787	0.047	0.615	5.525838364868583e-9	4.887366869395397e-9	5.249454581169291e-13	fLEC
Taldo1	4.994177439014903e-9	-0.5985239187204358	0.115	0.561	1.0514241762358074e-4	4.168011137345405e-12	-0.5228267846981907	0.113	0.613	8.77491384745328e-8	4.994177439014903e-9	8.336022274673434e-12	Marco_LEC
Btg2	5.018748561144953e-9	-0.28863306799994204	0.8	0.763	1.056597134577847e-4	5.082459385976502e-28	-0.5710712791939562	0.675	0.831	1.070010174529633e-23	5.018748561144953e-9	1.0164918771953012e-27	PvC
Lsm5	1.406107391176354e-10	-0.49231626041917603	0.087	0.821	2.960277890643578e-6	5.045901378224554e-9	-0.4379392280768507	0.181	0.808	1.0623136171576154e-4	5.045901378224554e-9	2.8122147821549893e-10	fLEC
Apbb2	5.072129057628708e-9	-0.4393907294071119	0.065	0.714	1.067835330502572e-4	1.7219757300512114e-14	-0.59669578907443	0.126	0.885	3.625275504476815e-10	5.072129057628708e-9	3.443951460102392e-14	fLEC
H2afv	3.557135394629732e-10	-0.6585433282180212	0.025	0.327	7.488837146313975e-6	5.153576715803967e-9	-0.5048083137918309	0.082	0.375	1.0849825059782093e-4	5.153576715803967e-9	7.114270787994124e-10	unassigned-LEC
Acadm	5.175961820491789e-9	-0.3069235409332268	0.062	0.431	1.0896952420681364e-4	1.0032361692875734e-12	-0.45259093060958877	0.027	0.375	2.1121131072011283e-8	5.175961820491789e-9	2.0064723385741358e-12	cLEC
Hip1	5.186845349100928e-9	-0.4167430663978296	0.041	0.39	1.0919865513462184e-4	5.469601667031813e-20	-0.45800589978688	0.046	0.613	1.1515152389602075e-15	5.186845349100928e-9	1.0939203334063683e-19	Marco_LEC
Sparcl1	5.189999411867365e-9	-0.704047338481897	0.037	0.327	1.0926505761804364e-4	7.519194198292538e-12	-0.8505884593205271	0.118	0.5	1.583015954566528e-7	5.189999411867365e-9	1.5038388396528508e-11	unassigned-LEC
Bhlhe40	5.210748804646918e-9	-0.7392726796358354	0.156	0.61	1.0970189458423157e-4	5.95496450564064e-14	-0.8902847667679354	0.163	0.742	1.2536986773725239e-9	5.210748804646918e-9	1.19099290112809e-13	Marco_LEC
Sgms1	5.2216358983226226e-09	-0.3782730555061219	0.065	0.696	1.0993110056738617e-4	1.5247068308626175e-11	-0.34759619421541865	0.094	0.731	3.209965291015069e-7	5.2216358983226226e-09	3.049413661701978e-11	fLEC
Tanc2	6.663242164376747e-11	-0.29607393431767137	0.018	0.389	1.4028123728662364e-6	5.292023938345789e-9	-0.27616908472186685	0.032	0.312	1.114129799739939e-4	5.292023938345789e-9	1.3326484328309468e-10	cLEC
Cd300lg	5.2961598113002884e-9	-0.5947661186211097	0.012	0.25	1.1150005250730497e-4	6.436368405049723e-25	-0.944724162641025	0.055	0.55	1.3550486403151181e-20	5.2961598113002884e-9	1.2872736810099496e-24	unassigned-LEC
Hip1	9.340705459625043e-11	-0.5713023078726319	0.143	0.611	1.9664987204148604e-6	5.340955846982847e-9	-0.5603799313879847	0.11	0.5	1.1244314344652988e-4	5.340955846982847e-9	1.868141091837755e-10	cLEC
Sptssa	5.545057171761856e-9	-0.8555243696619588	0.167	0.826	1.1674008863710235e-4	1.4896757096903647e-9	-0.8043972684735836	0.27	0.852	3.136214271611125e-5	5.545057171761856e-9	2.9793514171615853e-9	Collecting
Crip2	5.653572445961516e-9	-0.6236460741352665	0.131	0.585	1.1902466070482781e-4	6.317579081188724e-14	-0.6838344966715577	0.134	0.71	1.330039923962662e-9	5.653572445961516e-9	1.2635158162377021e-13	Marco_LEC
Tcn2	9.654393370602452e-17	-0.7568137362636562	0.098	0.708	2.0325394363129342e-12	5.701876270563286e-9	-0.5608618833440451	0.114	0.5	1.2004160112416887e-4	5.701876270563286e-9	1.930878674120493e-16	cLEC
Tek	2.5404395290608707e-16	-0.5915088360395602	0.027	0.556	5.348387340531851e-12	5.7575763895855975e-9	-0.3286509916850181	0.059	0.406	1.2121425572994558e-4	5.7575763895855975e-9	5.080879058121767e-16	cLEC
Dgcr6	5.772053595984929e-9	-0.3870895822507932	0.043	0.625	1.2151904435627072e-4	7.414571448161022e-14	-0.4455357567077008	0.063	0.692	1.5609897269813398e-9	5.772053595984929e-9	1.482914289632146e-13	fLEC
Sik1	5.779011591409213e-9	-0.4539861164677888	0.27	0.609	1.2166553103393816e-4	1.4817306568937803e-26	-0.42869872333472225	0.303	0.701	3.1194875519584756e-22	5.779011591409213e-9	2.9634613137875703e-26	B cells
Tmem176b	1.5339613186389589e-15	-1.1705523480394864	0.326	0.964	3.2294487641306e-11	5.787010626687983e-9	-0.6866516440844694	0.646	0.885	1.2183393472366212e-4	5.787010626687983e-9	3.0679226372779135e-15	fLEC
Snrpg	5.804982288372107e-9	-0.7597800138153101	0.283	0.839	1.2221229211709797e-4	3.8078715787413595e-9	-0.6672385550089739	0.48	0.923	8.016712034724184e-5	5.804982288372107e-9	7.615743142982825e-9	fLEC
Tmem176a	1.848599971884504e-10	-0.8411785024764952	0.369	0.854	3.891857520808446e-6	5.926759812627263e-9	-0.771630278026862	0.343	0.839	1.2477607433524176e-4	5.926759812627263e-9	3.69719994342727e-10	Marco_LEC
Trappc6a	5.936978489690371e-9	-0.3563945427047507	0.087	0.768	1.249912081434514e-4	1.181863807601024e-11	-0.3172700717361508	0.071	0.654	2.488177874142436e-7	5.936978489690371e-9	2.3637276151880768e-11	fLEC
Selenoh	5.978995897120886e-9	-0.37368691631370665	0.065	0.696	1.25875800622086e-4	4.71813456383001e-14	-0.39000635034766706	0.047	0.654	9.93308869723132e-10	5.978995897120886e-9	9.43626912765979e-14	fLEC
Camsap1	5.978995897120886e-9	-0.3665126715875228	0.065	0.696	1.25875800622086e-4	1.8632782008522944e-11	-0.4041842758721556	0.087	0.692	3.9227595962543353e-7	5.978995897120886e-9	3.726556401669861e-11	fLEC
Prpf8	1.5581541928045599e-9	-0.4328897106402986	0.087	0.768	3.28038202211144e-5	5.9855320369092526e-9	-0.3684562255271394	0.165	0.808	1.260134059730505e-4	5.9855320369092526e-9	3.1163083831812727e-9	fLEC
Ppp1r1a	6.015525560260645e-9	-0.514144946089833	0.043	0.643	1.2664485962016737e-4	2.3450767068873847e-9	-0.3940570749883208	0.024	0.385	4.937089991010011e-5	6.015525560260645e-9	4.690153408275369e-9	fLEC
Smim11	2.350442318642814e-12	-0.6277352538021124	0.043	0.786	4.948386213438716e-8	6.090955664992151e-9	-0.4304802088948053	0.15	0.769	1.2823288961507975e-4	6.090955664992151e-9	4.700884637280102e-12	fLEC
Stk10	6.110514657523095e-9	-0.3684172230475802	0.117	0.458	1.2864466508483372e-4	7.235153971013181e-22	-0.26209331249766465	0.132	0.43	1.523216965517405e-17	6.110514657523095e-9	1.4470307942026351e-21	B cells
Ech1	1.2489313596429784e-14	-0.48395110931277	0.062	0.597	2.6293751914563626e-10	6.13849252402602e-9	-0.3871300489637888	0.078	0.438	1.292336831083198e-4	6.13849252402602e-9	2.4978627192859363e-14	cLEC
Commd3	2.827246724186452e-13	-0.4054225502669718	0.045	0.5	5.952202528429738e-9	6.206323076191747e-9	-0.4660966890503524	0.11	0.531	1.3066171972306485e-4	6.206323076191747e-9	5.654493448372094e-13	cLEC
