Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CD34+ SC	GO:0042423	catecholamine biosynthetic process	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Aldh2	1
CD34+ SC	GO:0042795	snRNA transcription by RNA polymerase II	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Snapc5	1
CD34+ SC	GO:0045651	positive regulation of macrophage differentiation	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Prkca	1
CD34+ SC	GO:0045821	positive regulation of glycolytic process	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Prxl2c	1
CD34+ SC	GO:0046184	aldehyde biosynthetic process	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Adh1	1
CD34+ SC	GO:0046794	transport of virus	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Tpcn1	1
CD34+ SC	GO:0048681	negative regulation of axon regeneration	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Ptprs	1
CD34+ SC	GO:0051354	negative regulation of oxidoreductase activity	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Aoc3	1
CD34+ SC	GO:0051797	regulation of hair follicle development	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Smo	1
CD34+ SC	GO:0060044	negative regulation of cardiac muscle cell proliferation	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Vgll4	1
CD34+ SC	GO:0060253	negative regulation of glial cell proliferation	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Idh2	1
CD34+ SC	GO:0090189	regulation of branching involved in ureteric bud morphogenesis	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Smo	1
CD34+ SC	GO:0090190	positive regulation of branching involved in ureteric bud morphogenesis	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Smo	1
CD34+ SC	GO:0098792	xenophagy	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0099625	ventricular cardiac muscle cell membrane repolarization	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Scn1b	1
CD34+ SC	GO:0150065	regulation of deacetylase activity	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	Pink1	1
CD34+ SC	GO:2001014	regulation of skeletal muscle cell differentiation	1/188	12/9500	0.21336841525953476	0.7395189864280584	0.7130531746150636	S100b	1
CD34+ SC	GO:0060047	heart contraction	4/188	120/9500	0.21383916636024164	0.7395189864280584	0.7130531746150636	Scn1b/Dmpk/Atp1a2/Prkca	4
CD34+ SC	GO:0003013	circulatory system process	8/188	289/9500	0.21400360690066034	0.7395189864280584	0.7130531746150636	Anpep/Aoc3/Scn1b/Vstm4/Dmpk/Atp1a2/Akap12/Prkca	8
CD34+ SC	GO:1903317	regulation of protein maturation	2/188	44/9500	0.21621384431983587	0.7395189864280584	0.7130531746150636	Gas1/Sox4	2
CD34+ SC	GO:0045596	negative regulation of cell differentiation	11/188	423/9500	0.21667114831345036	0.7395189864280584	0.7130531746150636	Lrrc17/S100b/Sema5a/Nrp1/Osr1/Rarg/Tmem119/Pdcd4/Idh2/Ptprs/Smo	11
CD34+ SC	GO:0015980	energy derivation by oxidation of organic compounds	6/188	205/9500	0.22062067945147135	0.7395189864280584	0.7130531746150636	Pink1/S100b/Cat/Idh2/Uqcc3/Acadm	6
CD34+ SC	GO:0060249	anatomical structure homeostasis	5/188	163/9500	0.2213271286383255	0.7395189864280584	0.7130531746150636	Tmem119/Vstm4/Ldb2/Smo/Prkca	5
CD34+ SC	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	2/188	45/9500	0.22352334832307483	0.7395189864280584	0.7130531746150636	Uqcc3/Pid1	2
CD34+ SC	GO:0002052	positive regulation of neuroblast proliferation	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Smo	1
CD34+ SC	GO:0002320	lymphoid progenitor cell differentiation	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Sox4	1
CD34+ SC	GO:0015695	organic cation transport	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Sec14l1	1
CD34+ SC	GO:0015872	dopamine transport	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Pink1	1
CD34+ SC	GO:0031295	T cell costimulation	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Efnb1	1
CD34+ SC	GO:0032688	negative regulation of interferon-beta production	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Ptprs	1
CD34+ SC	GO:0040019	positive regulation of embryonic development	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Osr1	1
CD34+ SC	GO:0044321	response to leptin	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Pid1	1
CD34+ SC	GO:0045198	establishment of epithelial cell apical/basal polarity	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Ophn1	1
CD34+ SC	GO:0048308	organelle inheritance	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0048313	Golgi inheritance	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0060065	uterus development	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Hoxa10	1
CD34+ SC	GO:0070571	negative regulation of neuron projection regeneration	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Ptprs	1
CD34+ SC	GO:0071459	protein localization to chromosome, centromeric region	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	H3f3a	1
CD34+ SC	GO:0071636	positive regulation of transforming growth factor beta production	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Lum	1
CD34+ SC	GO:0098877	neurotransmitter receptor transport to plasma membrane	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Clstn1	1
CD34+ SC	GO:0098969	neurotransmitter receptor transport to postsynaptic membrane	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Clstn1	1
CD34+ SC	GO:1900016	negative regulation of cytokine production involved in inflammatory response	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Pdcd4	1
CD34+ SC	GO:1900117	regulation of execution phase of apoptosis	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Fap	1
CD34+ SC	GO:1903540	establishment of protein localization to postsynaptic membrane	1/188	13/9500	0.22895512878516777	0.7395189864280584	0.7130531746150636	Clstn1	1
CD34+ SC	GO:0006112	energy reserve metabolic process	2/188	46/9500	0.23085191586134485	0.7395189864280584	0.7130531746150636	S100b/Acadm	2
CD34+ SC	GO:0009145	purine nucleoside triphosphate biosynthetic process	2/188	46/9500	0.23085191586134485	0.7395189864280584	0.7130531746150636	Uqcc3/Pid1	2
CD34+ SC	GO:0031663	lipopolysaccharide-mediated signaling pathway	2/188	46/9500	0.23085191586134485	0.7395189864280584	0.7130531746150636	Mapk3/Prkca	2
CD34+ SC	GO:0003012	muscle system process	6/188	210/9500	0.23670052997562643	0.7395189864280584	0.7130531746150636	Gtf2i/Scn1b/Dmpk/Atp1a2/Ormdl3/Prkca	6
CD34+ SC	GO:0030278	regulation of ossification	3/188	85/9500	0.2368048606656771	0.7395189864280584	0.7130531746150636	Osr1/Tmem119/Mapk3	3
CD34+ SC	GO:0035914	skeletal muscle cell differentiation	2/188	47/9500	0.23819595258055945	0.7395189864280584	0.7130531746150636	S100b/Hmg20b	2
CD34+ SC	GO:0019637	organophosphate metabolic process	13/188	524/9500	0.2382009705585503	0.7395189864280584	0.7130531746150636	Ckb/Pigyl/Acaa2/Abhd8/Prxl2c/Idh2/Gde1/Uqcc3/Abca8a/Chpt1/Ormdl3/Mcee/Pid1	13
CD34+ SC	GO:0051216	cartilage development	4/188	127/9500	0.24346481172684553	0.7395189864280584	0.7130531746150636	Osr1/Rarg/Mapk3/Prkca	4
CD34+ SC	GO:0006336	DNA replication-independent chromatin assembly	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	H3f3a	1
CD34+ SC	GO:0009301	snRNA transcription	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Snapc5	1
CD34+ SC	GO:0009583	detection of light stimulus	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Sema5a	1
CD34+ SC	GO:0010759	positive regulation of macrophage chemotaxis	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0031294	lymphocyte costimulation	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Efnb1	1
CD34+ SC	GO:0032331	negative regulation of chondrocyte differentiation	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Rarg	1
CD34+ SC	GO:0033127	regulation of histone phosphorylation	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0035641	locomotory exploration behavior	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Atp1a2	1
CD34+ SC	GO:0035729	cellular response to hepatocyte growth factor stimulus	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Nrp1	1
CD34+ SC	GO:0035813	regulation of renal sodium excretion	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Anpep	1
CD34+ SC	GO:0036314	response to sterol	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Smo	1
CD34+ SC	GO:0044546	NLRP3 inflammasome complex assembly	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	1810058I24Rik	1
CD34+ SC	GO:0060973	cell migration involved in heart development	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Nrp1	1
CD34+ SC	GO:0065005	protein-lipid complex assembly	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Snx9	1
CD34+ SC	GO:0072537	fibroblast activation	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Smo	1
CD34+ SC	GO:0099622	cardiac muscle cell membrane repolarization	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Scn1b	1
CD34+ SC	GO:0140632	inflammasome complex assembly	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	1810058I24Rik	1
CD34+ SC	GO:1900225	regulation of NLRP3 inflammasome complex assembly	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	1810058I24Rik	1
CD34+ SC	GO:1902902	negative regulation of autophagosome assembly	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Pink1	1
CD34+ SC	GO:1990573	potassium ion import across plasma membrane	1/188	14/9500	0.24423460973682676	0.7395189864280584	0.7130531746150636	Atp1a2	1
CD34+ SC	GO:0009201	ribonucleoside triphosphate biosynthetic process	2/188	48/9500	0.24555199747318002	0.7395189864280584	0.7130531746150636	Uqcc3/Pid1	2
CD34+ SC	GO:0010171	body morphogenesis	2/188	48/9500	0.24555199747318002	0.7395189864280584	0.7130531746150636	Ssbp3/Pdgfra	2
CD34+ SC	GO:0048708	astrocyte differentiation	2/188	48/9500	0.24555199747318002	0.7395189864280584	0.7130531746150636	Mapk3/Smo	2
CD34+ SC	GO:0031346	positive regulation of cell projection organization	8/188	301/9500	0.24625102850267744	0.7395189864280584	0.7130531746150636	Vldlr/Sema5a/Ptprd/Nrp1/Scn1b/Auts2/Camk1/Tmem106b	8
CD34+ SC	GO:0046034	ATP metabolic process	5/188	171/9500	0.2506081291593247	0.7395189864280584	0.7130531746150636	Pink1/Prxl2c/Uqcc3/Atp1a2/Pid1	5
CD34+ SC	GO:0099003	vesicle-mediated transport in synapse	4/188	129/9500	0.2520985752829872	0.7395189864280584	0.7130531746150636	Dnm1/Ophn1/Clstn1/Prkca	4
CD34+ SC	GO:0006637	acyl-CoA metabolic process	2/188	49/9500	0.2529167190559158	0.7395189864280584	0.7130531746150636	Acaa2/Mcee	2
CD34+ SC	GO:0032024	positive regulation of insulin secretion	2/188	49/9500	0.2529167190559158	0.7395189864280584	0.7130531746150636	Tm7sf3/Sox4	2
CD34+ SC	GO:0042773	ATP synthesis coupled electron transport	2/188	49/9500	0.2529167190559158	0.7395189864280584	0.7130531746150636	Pink1/Uqcc3	2
CD34+ SC	GO:0042775	mitochondrial ATP synthesis coupled electron transport	2/188	49/9500	0.2529167190559158	0.7395189864280584	0.7130531746150636	Pink1/Uqcc3	2
CD34+ SC	GO:0070252	actin-mediated cell contraction	2/188	49/9500	0.2529167190559158	0.7395189864280584	0.7130531746150636	Scn1b/Atp1a2	2
CD34+ SC	GO:0003015	heart process	4/188	130/9500	0.25643988339545715	0.7395189864280584	0.7130531746150636	Scn1b/Dmpk/Atp1a2/Prkca	4
CD34+ SC	GO:0008361	regulation of cell size	4/188	130/9500	0.25643988339545715	0.7395189864280584	0.7130531746150636	Sema5a/Nrp1/Ptprs/Lamtor4	4
CD34+ SC	GO:0001556	oocyte maturation	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	H3f3a	1
CD34+ SC	GO:0003417	growth plate cartilage development	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Rarg	1
CD34+ SC	GO:0010884	positive regulation of lipid storage	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Plin3	1
CD34+ SC	GO:0034724	DNA replication-independent chromatin organization	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	H3f3a	1
CD34+ SC	GO:0035728	response to hepatocyte growth factor	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Nrp1	1
CD34+ SC	GO:0035751	regulation of lysosomal lumen pH	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Tmem106b	1
CD34+ SC	GO:0039535	regulation of RIG-I signaling pathway	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Sec14l1	1
CD34+ SC	GO:0042908	xenobiotic transport	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Abca8a	1
CD34+ SC	GO:0044804	autophagy of nucleus	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Wipi1	1
CD34+ SC	GO:0045649	regulation of macrophage differentiation	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Prkca	1
CD34+ SC	GO:0046697	decidualization	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0050872	white fat cell differentiation	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Pdgfra	1
CD34+ SC	GO:0051043	regulation of membrane protein ectodomain proteolysis	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Snx9	1
CD34+ SC	GO:0060074	synapse maturation	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Clstn1	1
CD34+ SC	GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Camk1	1
CD34+ SC	GO:0070168	negative regulation of biomineral tissue development	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Aspn	1
CD34+ SC	GO:0099637	neurotransmitter receptor transport	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Clstn1	1
CD34+ SC	GO:0110150	negative regulation of biomineralization	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Aspn	1
CD34+ SC	GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Pink1	1
CD34+ SC	GO:1905146	lysosomal protein catabolic process	1/188	15/9500	0.2592128822826284	0.7395189864280584	0.7130531746150636	Tmem106b	1
CD34+ SC	GO:0001954	positive regulation of cell-matrix adhesion	2/188	50/9500	0.26028691164518875	0.7395189864280584	0.7130531746150636	Nrp1/Tek	2
CD34+ SC	GO:0036465	synaptic vesicle recycling	2/188	50/9500	0.26028691164518875	0.7395189864280584	0.7130531746150636	Dnm1/Ophn1	2
CD34+ SC	GO:1903531	negative regulation of secretion by cell	3/188	90/9500	0.26340391183140094	0.7395189864280584	0.7130531746150636	Idh2/Hadh/Pnkd	3
CD34+ SC	GO:0031503	protein-containing complex localization	4/188	132/9500	0.26516761362055175	0.7395189864280584	0.7130531746150636	Ophn1/Ift27/H3f3a/Clstn1	4
CD34+ SC	GO:0035924	cellular response to vascular endothelial growth factor stimulus	2/188	51/9500	0.2676594917280116	0.7395189864280584	0.7130531746150636	Nrp1/Pdgfra	2
CD34+ SC	GO:0046928	regulation of neurotransmitter secretion	2/188	51/9500	0.2676594917280116	0.7395189864280584	0.7130531746150636	Pnkd/Prkca	2
CD34+ SC	GO:0043149	stress fiber assembly	3/188	91/9500	0.2687712179303723	0.7395189864280584	0.7130531746150636	Itgb5/Tmeff2/Nrp1	3
CD34+ SC	GO:0050796	regulation of insulin secretion	3/188	91/9500	0.2687712179303723	0.7395189864280584	0.7130531746150636	Tm7sf3/Hadh/Sox4	3
CD34+ SC	GO:0007283	spermatogenesis	6/188	220/9500	0.2698711156052024	0.7395189864280584	0.7130531746150636	Tmem119/Hoxa10/Ift27/Gamt/Gpx4/H3f3a	6
CD34+ SC	GO:0032102	negative regulation of response to external stimulus	6/188	220/9500	0.2698711156052024	0.7395189864280584	0.7130531746150636	Sema5a/Sec14l1/Nrp1/Wfdc1/Ptprs/Pdgfra	6
CD34+ SC	GO:0055086	nucleobase-containing small molecule metabolic process	8/188	310/9500	0.2714340616922316	0.7395189864280584	0.7130531746150636	Pmm1/Acaa2/Prxl2c/Idh2/Uqcc3/Gamt/Mcee/Pid1	8
CD34+ SC	GO:0002902	regulation of B cell apoptotic process	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Ormdl3	1
CD34+ SC	GO:0006656	phosphatidylcholine biosynthetic process	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Chpt1	1
CD34+ SC	GO:0014823	response to activity	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Hadh	1
CD34+ SC	GO:0032878	regulation of establishment or maintenance of cell polarity	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Tek	1
CD34+ SC	GO:0034497	protein localization to phagophore assembly site	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Wipi1	1
CD34+ SC	GO:0035089	establishment of apical/basal cell polarity	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Ophn1	1
CD34+ SC	GO:0042755	eating behavior	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Aoc3	1
CD34+ SC	GO:0044062	regulation of excretion	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Anpep	1
CD34+ SC	GO:0046128	purine ribonucleoside metabolic process	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Gamt	1
CD34+ SC	GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Akap12	1
CD34+ SC	GO:0071276	cellular response to cadmium ion	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0072524	pyridine-containing compound metabolic process	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Idh2	1
CD34+ SC	GO:1900242	regulation of synaptic vesicle endocytosis	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Dnm1	1
CD34+ SC	GO:1901857	positive regulation of cellular respiration	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Pink1	1
CD34+ SC	GO:1903358	regulation of Golgi organization	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:2000786	positive regulation of autophagosome assembly	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Wipi1	1
CD34+ SC	GO:2001169	regulation of ATP biosynthetic process	1/188	16/9500	0.2738958530924194	0.7395189864280584	0.7130531746150636	Pid1	1
CD34+ SC	GO:0008643	carbohydrate transport	3/188	92/9500	0.27415123403087716	0.7395189864280584	0.7130531746150636	Aoc3/Prkca/Pid1	3
CD34+ SC	GO:0007338	single fertilization	2/188	52/9500	0.2750314944260043	0.7395189864280584	0.7130531746150636	Hoxa10/H3f3a	2
CD34+ SC	GO:1901657	glycosyl compound metabolic process	2/188	52/9500	0.2750314944260043	0.7395189864280584	0.7130531746150636	Gusb/Gamt	2
CD34+ SC	GO:1901701	cellular response to oxygen-containing compound	16/188	683/9500	0.2768432587995904	0.7395189864280584	0.7130531746150636	Pycr1/Pink1/Cat/Osr1/Rarg/Pdcd4/Mpv17/Mapk3/Aldh2/Pdgfra/Sox4/Lamtor4/Smo/Ccs/Prkca/Pid1	16
CD34+ SC	GO:0042594	response to starvation	4/188	135/9500	0.27836090427591825	0.7395189864280584	0.7130531746150636	Wipi1/Dap/Mapk3/Acadm	4
CD34+ SC	GO:0006836	neurotransmitter transport	3/188	93/9500	0.2795426618246412	0.7395189864280584	0.7130531746150636	Atp1a2/Pnkd/Prkca	3
CD34+ SC	GO:0048232	male gamete generation	6/188	223/9500	0.2800467998218216	0.7395189864280584	0.7130531746150636	Tmem119/Hoxa10/Ift27/Gamt/Gpx4/H3f3a	6
CD34+ SC	GO:0061448	connective tissue development	5/188	179/9500	0.2808084847557935	0.7395189864280584	0.7130531746150636	Osr1/Rarg/Mapk3/Slc39a13/Prkca	5
CD34+ SC	GO:0006611	protein export from nucleus	2/188	53/9500	0.28240007005030465	0.7395189864280584	0.7130531746150636	Ifi27/Camk1	2
CD34+ SC	GO:0070227	lymphocyte apoptotic process	2/188	53/9500	0.28240007005030465	0.7395189864280584	0.7130531746150636	Siva1/Ormdl3	2
CD34+ SC	GO:0071230	cellular response to amino acid stimulus	2/188	53/9500	0.28240007005030465	0.7395189864280584	0.7130531746150636	Pdgfra/Lamtor4	2
CD34+ SC	GO:1901135	carbohydrate derivative metabolic process	14/188	592/9500	0.2830343323716922	0.7395189864280584	0.7130531746150636	Pmm1/Pigyl/Gusb/Gxylt2/Acaa2/Galnt16/Prxl2c/Uqcc3/Gamt/St3gal2/Mcee/B4gat1/St6galnac6/Pid1	14
CD34+ SC	GO:0009410	response to xenobiotic stimulus	4/188	137/9500	0.2872157129624227	0.7395189864280584	0.7130531746150636	Gstm1/Gstm5/Fmo2/Hadh	4
CD34+ SC	GO:0001895	retina homeostasis	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Vstm4	1
CD34+ SC	GO:0002082	regulation of oxidative phosphorylation	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Pink1	1
CD34+ SC	GO:0002673	regulation of acute inflammatory response	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Aoc3	1
CD34+ SC	GO:0006654	phosphatidic acid biosynthetic process	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Abhd8	1
CD34+ SC	GO:0007035	vacuolar acidification	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Tmem106b	1
CD34+ SC	GO:0007039	protein catabolic process in the vacuole	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Tmem106b	1
CD34+ SC	GO:0010758	regulation of macrophage chemotaxis	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0010875	positive regulation of cholesterol efflux	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Abca8a	1
CD34+ SC	GO:0020027	hemoglobin metabolic process	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Cat	1
CD34+ SC	GO:0031281	positive regulation of cyclase activity	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0034508	centromere complex assembly	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	H3f3a	1
CD34+ SC	GO:0038083	peptidyl-tyrosine autophosphorylation	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Mapk3	1
CD34+ SC	GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Sec14l1	1
CD34+ SC	GO:0043116	negative regulation of vascular permeability	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Akap12	1
CD34+ SC	GO:0044827	modulation by host of viral genome replication	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Ifi27	1
CD34+ SC	GO:0050433	regulation of catecholamine secretion	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Pink1	1
CD34+ SC	GO:0090141	positive regulation of mitochondrial fission	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Pink1	1
CD34+ SC	GO:0097320	plasma membrane tubulation	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Snx9	1
CD34+ SC	GO:0099149	regulation of postsynaptic neurotransmitter receptor internalization	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Ophn1	1
CD34+ SC	GO:2000345	regulation of hepatocyte proliferation	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	Smo	1
CD34+ SC	GO:2000679	positive regulation of transcription regulatory region DNA binding	1/188	17/9500	0.2882893136173691	0.7395189864280584	0.7130531746150636	H1f0	1
CD34+ SC	GO:0009142	nucleoside triphosphate biosynthetic process	2/188	54/9500	0.2897624807451985	0.7395189864280584	0.7130531746150636	Uqcc3/Pid1	2
CD34+ SC	GO:0030032	lamellipodium assembly	2/188	54/9500	0.2897624807451985	0.7395189864280584	0.7130531746150636	Ablim1/Auts2	2
CD34+ SC	GO:1903008	organelle disassembly	3/188	95/9500	0.29035466095788076	0.7395189864280584	0.7130531746150636	Pink1/Wipi1/Bnip3l	3
CD34+ SC	GO:0090066	regulation of anatomical structure size	8/188	317/9500	0.291514226749433	0.741754284891449	0.7152084765001868	Sema5a/Nrp1/Vstm4/Ptprs/Atp1a2/Lamtor4/Cotl1/Snx9	8
CD34+ SC	GO:0032970	regulation of actin filament-based process	7/188	272/9500	0.2932081623823619	0.7437221158906553	0.7171058830128545	Tmeff2/Sema5a/Nrp1/Atp1a2/Cotl1/Snx9/Tek	7
CD34+ SC	GO:0042634	regulation of hair cycle	1/188	18/9500	0.30239894232557674	0.7437221158906553	0.7171058830128545	Smo	1
CD34+ SC	GO:0044275	cellular carbohydrate catabolic process	1/188	18/9500	0.30239894232557674	0.7437221158906553	0.7171058830128545	Gusb	1
CD34+ SC	GO:0048199	vesicle targeting, to, from or within Golgi	1/188	18/9500	0.30239894232557674	0.7437221158906553	0.7171058830128545	Wipi1	1
CD34+ SC	GO:0060445	branching involved in salivary gland morphogenesis	1/188	18/9500	0.30239894232557674	0.7437221158906553	0.7171058830128545	Nrp1	1
CD34+ SC	GO:0097254	renal tubular secretion	1/188	18/9500	0.30239894232557674	0.7437221158906553	0.7171058830128545	Anpep	1
CD34+ SC	GO:0030509	BMP signaling pathway	3/188	98/9500	0.30662696732036443	0.7437221158906553	0.7171058830128545	Pdcd4/Htra3/Mapk3	3
