gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	cell_type_2
Cd300lg	7.981078456369841e-43	-0.4006987675611702	0.016	0.412	1.6802564474195425e-38	4.393537261189192e-62	-0.45016428281499954	0.031	0.425	9.249713995981606e-58	7.981078456369841e-43	8.78707452237828e-62	LEC
Myo18a	8.471105529343122e-43	-0.31442962238092287	0.042	0.485	1.7834218470926075e-38	6.267119669640979e-51	-0.3230576749558122	0.054	0.464	1.3194167040495152e-46	8.471105529343122e-43	1.2534239339281955e-50	LEC
Vegfb	5.894284850062704e-44	-0.3672242693394581	0.033	0.467	1.240923789483701e-39	1.2466145671167745e-42	-0.27180616268332847	0.054	0.418	2.624497648150945e-38	1.2466145671167745e-42	1.1788569700125421e-43	LEC
Paip2	6.659809556520127e-53	-0.320012462803285	0.558	0.761	1.4020897059341822e-48	1.3285657458614786e-42	-0.3046893507577634	0.485	0.796	2.7970294647621707e-38	1.3285657458614786e-42	1.3319619113040239e-52	FRC
Cox7a2l	6.251324194157821e-50	-0.763352235142841	0.221	0.745	1.3160912825960462e-45	1.3645100337618052e-42	-0.7051757620037866	0.223	0.719	2.8727029740787287e-38	1.3645100337618052e-42	1.2502648388315648e-49	LEC
Etfb	1.3780615995709644e-42	-0.41297433604836503	0.085	0.566	2.9012330855767514e-38	2.866558933007957e-49	-0.45770954285146914	0.106	0.595	6.034966521661652e-45	1.3780615995709644e-42	5.7331178660159404e-49	LEC
Selenoh	1.625552806700201e-42	-0.3308951246463003	0.175	0.393	3.422276323945933e-38	6.013942296014735e-44	-0.33651457301212045	0.208	0.468	1.2661152715799821e-39	1.625552806700201e-42	1.2027884592029547e-43	BEC
Mpc2	1.168459559645208e-43	-0.43934068749553695	0.085	0.569	2.4599579109210565e-39	1.9683753760238135e-42	-0.3412766639618804	0.094	0.529	4.1440206791429343e-38	1.9683753760238135e-42	2.33691911929043e-43	LEC
Cbx6	1.3134717521455813e-46	-0.46590065822925963	0.089	0.595	2.7652520797920925e-42	2.1659564872521765e-42	-0.3616813409888911	0.088	0.51	4.559988192612007e-38	2.1659564872521765e-42	2.626943504291174e-46	LEC
Poglut3	2.23583785710068e-42	-0.3032062272190485	0.029	0.442	4.707109440554062e-38	1.2851480959928503e-56	-0.2737488880785577	0.036	0.425	2.705622286493748e-52	2.23583785710068e-42	2.570296191985719e-56	LEC
Clcn3	4.957768981193039e-43	-0.3653176264649983	0.051	0.511	1.0437591036105704e-38	2.936996243966549e-42	-0.2825313158780461	0.068	0.464	6.183258192422775e-38	2.936996243966549e-42	9.915537962386095e-43	LEC
Ppp2r5c	1.0714796496761836e-48	-0.49798169351820487	0.098	0.635	2.2557861064632696e-44	3.000081857683062e-42	-0.4513307140735862	0.135	0.621	6.31607233498015e-38	3.000081857683062e-42	2.142959299352376e-48	LEC
Olfml2a	3.183287782907885e-42	-0.29250850176083504	0.004	0.376	6.70177576935597e-38	4.462353557410307e-55	-0.25125845765310795	0.018	0.333	9.39459294441592e-51	3.183287782907885e-42	8.92470711482065e-55	LEC
Myl12b	3.9848173504437515e-52	-0.7842431735782807	0.163	0.73	8.38923596788923e-48	3.2311743768176227e-42	-0.6401387348086449	0.188	0.686	6.802591415514142e-38	3.2311743768176227e-42	7.969634700887485e-52	LEC
Notch2	3.790587270173634e-42	-0.38253673575591163	0.047	0.482	7.980323379896552e-38	2.902278798663336e-63	-0.3335897839994791	0.029	0.418	6.110167554825922e-59	3.790587270173634e-42	5.804557597326666e-63	LEC
Top2b	5.856429381134019e-42	-0.4745178472419309	0.127	0.639	1.232954077610145e-37	7.352585640684783e-45	-0.42520258780660136	0.122	0.614	1.5479398549333673e-40	5.856429381134019e-42	1.4705171281369665e-44	LEC
1810058I24Rik	4.00005326356758e-42	-0.570646686910505	0.165	0.672	8.421312135788826e-38	7.438133485973001e-42	-0.49442506906769146	0.154	0.647	1.5659502428018958e-37	7.438133485973001e-42	8.000106527135156e-42	LEC
Trappc3	7.451191112767057e-42	-0.34896135526479255	0.067	0.526	1.5686992649708485e-37	6.282229971790035e-45	-0.28867615808463676	0.072	0.49	1.322597875960956e-40	7.451191112767057e-42	1.2564459943580027e-44	LEC
Slc29a1	7.65310085460759e-42	-0.46528105668445774	0.109	0.602	1.611207322920536e-37	2.9031418136280247e-48	-0.3837062341290789	0.087	0.549	6.11198446023108e-44	7.65310085460759e-42	5.806283627256024e-48	LEC
Tmem106b	3.488885656172117e-49	-0.42861204149266197	0.069	0.58	7.345150971939158e-45	8.127532136469456e-42	-0.3059661209875988	0.079	0.49	1.7110893406909147e-37	8.127532136469456e-42	6.977771312344204e-49	LEC
Adam12	2.1431892882765178e-47	-0.31062853107485106	0.281	0.531	4.512056408608553e-43	8.40438612315199e-42	-0.2705914113898998	0.265	0.568	1.7693754105071885e-37	8.40438612315199e-42	4.286378576553056e-47	FRC
Cep85l	4.817886614212662e-47	-0.43136216331177113	0.031	0.485	1.0143096688901919e-42	9.548456669142388e-42	-0.2677771918407868	0.039	0.359	2.010236582554547e-37	9.548456669142388e-42	9.635773228425274e-47	LEC
Tek	5.551528767771714e-52	-0.455133384287461	0.02	0.493	1.168763351478979e-47	9.623586781285966e-42	-0.29799916800156045	0.048	0.392	2.026053725064134e-37	9.623586781285966e-42	1.1103057535543387e-51	LEC
Prcp	9.973653886485095e-42	-0.4570857505907597	0.096	0.584	2.0997533527217073e-37	6.7346839605749555e-49	-0.49356116364860164	0.105	0.595	1.4178530142198455e-44	9.973653886485095e-42	1.3469367921150008e-48	LEC
Dag1	1.2649416963626237e-41	-0.3937264574887308	0.089	0.58	2.6630817533522315e-37	1.3761876266261922e-44	-0.3364406263123676	0.105	0.588	2.8972878103361223e-40	1.2649416963626237e-41	2.7523752532524063e-44	LEC
Ssbp4	1.3310450025910032e-41	-0.455658609018948	0.136	0.653	2.802249043954839e-37	6.0799646916191585e-52	-0.48534369833248703	0.119	0.647	1.2800149665265815e-47	1.3310450025910032e-41	1.2159929383238281e-51	LEC
Hnrnpl	1.3791783195475725e-41	-0.30286599393856706	0.589	0.789	2.9035841161435042e-37	1.6223490445194818e-48	-0.34015979185582956	0.524	0.831	3.415531443426865e-44	1.3791783195475725e-41	3.244698089038985e-48	FRC
Prdx4	3.9429227391581545e-51	-0.44458745993824433	0.295	0.529	8.301035242749663e-47	1.5833475343399183e-41	-0.36873489615836946	0.312	0.546	3.33342156404583e-37	1.5833475343399183e-41	7.885845478316362e-51	BEC
Ergic3	2.1333733246244303e-41	-0.2828363323169465	0.533	0.733	4.4913908603318134e-37	1.3098715762544327e-49	-0.3386250899601084	0.455	0.784	2.7576726294884572e-45	2.1333733246244303e-41	2.619743152508861e-49	FRC
Erp29	2.157103244449387e-41	-0.42523510658907626	0.107	0.617	4.541349460539294e-37	2.8349869854520832e-42	-0.4183592045155531	0.119	0.582	5.968498100472271e-38	2.157103244449387e-41	5.669973970904152e-42	LEC
Itgb4	3.3374593306598344e-49	-0.4469583509330709	0.04	0.529	7.026353128838149e-45	2.2347406259413234e-41	-0.31742049830018304	0.051	0.399	4.7047994397942684e-37	2.2347406259413234e-41	6.674918661319708e-49	LEC
Setbp1	2.2866870973142853e-41	-0.3153135081949302	0.022	0.42	4.814162345975765e-37	5.6018645006428864e-71	-0.33266363221407613	0.019	0.412	1.1793605333203469e-66	2.2866870973142853e-41	1.120372900128576e-70	LEC
Dbi	3.2127838309986697e-47	-0.4614393861833012	0.391	0.599	6.7638737994014996e-43	2.44690522021505e-41	-0.42868693591295515	0.47	0.677	5.1514695601187445e-37	2.44690522021505e-41	6.425567661997309e-47	BEC
BC028528	6.694946618764243e-55	-0.5187377153327634	0.311	0.551	1.409487111648436e-50	2.5513777651069454e-41	-0.4577168229007638	0.357	0.578	5.371415608879652e-37	2.5513777651069454e-41	1.3389893237528564e-54	BEC
Mtss1	7.803796231524411e-48	-0.4334485241221491	0.065	0.573	1.6429332206228342e-43	3.032620923279524e-41	-0.34475265931193394	0.076	0.477	6.384576829780383e-37	3.032620923279524e-41	1.5607592463048822e-47	LEC
Prelp	3.839840097076913e-48	-0.5993370041004602	0.029	0.478	8.084015356376025e-44	3.410716439248755e-41	-0.3901176648393684	0.053	0.399	7.180581319550404e-37	3.410716439248755e-41	7.679680194153851e-48	LEC
Glo1	2.447907262375439e-44	-0.4316730048215451	0.092	0.584	5.153579159479012e-40	3.784678527354058e-41	-0.3807332705151747	0.094	0.516	7.967883703638497e-37	3.784678527354058e-41	4.895814524750872e-44	LEC
Nfic	5.344155626690851e-57	-0.7006649367775832	0.143	0.741	1.125105084087225e-52	4.1999445180148264e-41	-0.5165366851846505	0.14	0.608	8.842143193776614e-37	4.1999445180148264e-41	1.0688311253381852e-56	LEC
Map4k2	2.0235245298058824e-44	-0.3732785171213789	0.049	0.511	4.260126192600324e-40	4.4948129770945936e-41	-0.292946449129614	0.061	0.431	9.462929760677247e-37	4.4948129770945936e-41	4.0470490596117455e-44	LEC
Nr2f2	4.927090911755963e-41	-0.360651373817108	0.608	0.772	1.0373004496519827e-36	6.021187432203153e-60	-0.4505703462194778	0.559	0.854	1.2676405901017299e-55	4.927090911755963e-41	1.2042374864406316e-59	FRC
Ssbp4	5.326418411282598e-41	-0.25047216311346154	0.319	0.592	1.1213708681273253e-36	6.345146873805103e-49	-0.26847630711389187	0.279	0.633	1.3358437713421884e-44	5.326418411282598e-41	1.2690293747610253e-48	FRC
Uqcrh	6.040266966193901e-41	-0.36297032493139636	0.664	0.684	1.2716574043928021e-36	2.636918912066326e-63	-0.4269162287132158	0.709	0.785	5.551505385573236e-59	6.040266966193901e-41	5.273837824132694e-63	BEC
Ogn	5.230052892359386e-72	-0.5194712745104734	0.147	0.425	1.1010830354284215e-67	8.688280140224687e-41	-0.32544652994982404	0.144	0.385	1.8291436179215032e-36	8.688280140224687e-41	1.0460105784718724e-71	FRC
Kdelr1	3.6954942562246936e-43	-0.31265595405766533	0.519	0.705	7.780124057629847e-39	9.549869531048027e-41	-0.2998677133251551	0.429	0.742	2.010534032371541e-36	9.549869531048027e-41	7.390988512449427e-43	FRC
Arhgap18	1.3647582475324468e-42	-0.3992646266661187	0.205	0.426	2.8732255385300603e-38	1.0169330830302328e-40	-0.3493904100432617	0.238	0.492	2.1409492197035492e-36	1.0169330830302328e-40	2.7295164950649067e-42	BEC
Lgalsl	1.0188752297985934e-40	-0.26219217980476406	0.277	0.534	2.1450380212949786e-36	2.0300624471486878e-42	-0.2538717678918765	0.229	0.534	4.2738904699821325e-38	1.0188752297985934e-40	4.0601248942974e-42	FRC
Id4	1.276028737976211e-40	-0.3018023603730717	0.15	0.371	2.686423302061317e-36	3.049683617590037e-91	-0.49116102234407055	0.107	0.432	6.420498920112305e-87	1.276028737976211e-40	6.099367235180135e-91	FRC
Dtx1	4.4829589423587835e-45	-0.5266994037941618	0.025	0.449	9.437973461347948e-41	1.5349016328337144e-40	-0.36079214670238235	0.031	0.32	3.231428407604819e-36	1.5349016328337144e-40	8.965917884717521e-45	LEC
Ndufa4l2	1.611350560797249e-40	-0.39982526698964915	0.117	0.301	3.392376335646448e-36	1.9702399883836063e-50	-0.42604927606042364	0.101	0.323	4.147946247544007e-46	1.611350560797249e-40	3.9404799767672113e-50	FRC
Zeb2	1.6566749148396995e-40	-0.287771108358319	0.836	0.872	3.487797698212019e-36	1.7696262264021609e-41	-0.33149444785922655	0.792	0.903	3.7255940944444693e-37	1.6566749148396995e-40	3.539252452804307e-41	FRC
Meox2	1.6643437365542603e-40	-0.4518899065350904	0.074	0.526	3.503942868567684e-36	1.6912872352478525e-61	-0.48489295102263613	0.056	0.51	3.560667016367304e-57	1.6643437365542603e-40	3.382574470495698e-61	LEC
Abca3	2.5055736394381812e-48	-0.36305338077635807	0.033	0.5	5.274984183109203e-44	1.993007690110765e-40	-0.26100291692227107	0.059	0.425	4.1958790899901937e-36	1.993007690110765e-40	5.011147278876355e-48	LEC
Tanc2	2.061982529698395e-40	-0.3484340937457763	0.027	0.427	4.341091819774031e-36	8.48649489486612e-49	-0.2708328602177484	0.032	0.373	1.7866617702161642e-44	2.061982529698395e-40	1.6972989789732158e-48	LEC
Ano6	2.3947017800864917e-40	-0.4138493060070142	0.089	0.562	5.041565657616091e-36	1.8091907050257798e-48	-0.381379734683546	0.083	0.542	3.8088891912907743e-44	2.3947017800864917e-40	3.6183814100515554e-48	LEC
Cav1	2.427849805271297e-40	-0.8200766661957717	0.143	0.599	5.111352195037662e-36	2.280689936698802e-48	-0.8504948765295002	0.191	0.719	4.801536523731987e-44	2.427849805271297e-40	4.5613798733976263e-48	LEC
Ralgapa2	2.5019114130510045e-40	-0.3287028011222598	0.051	0.489	5.26727409789628e-36	1.0336137434864484e-50	-0.28689754880116625	0.059	0.484	2.1760670141620196e-46	2.5019114130510045e-40	2.0672274869728993e-50	LEC
Stmn1	2.979430711998395e-42	-0.3877298601079064	0.103	0.306	6.272595477970221e-38	2.553180779269845e-40	-0.3211036478465753	0.133	0.361	5.375211494596804e-36	2.553180779269845e-40	5.958861423996814e-42	BEC
Sult1a1	2.7755725946004495e-40	-0.37608900483283847	0.02	0.405	5.8434129834123265e-36	1.2653164487570251e-66	-0.34653410977306287	0.02	0.399	2.663870719568165e-62	2.7755725946004495e-40	2.530632897514083e-66	LEC
Ctsa	3.33925232917957e-42	-0.32460252224883845	0.049	0.5	7.03012792862175e-38	2.8365169090272542e-40	-0.28065788119102164	0.074	0.471	5.9717190485750786e-36	2.8365169090272542e-40	6.678504658359143e-42	LEC
Cux1	2.9687847428429636e-40	-0.3731056424862056	0.067	0.522	6.250182519107291e-36	6.640559430460141e-45	-0.3620926314959334	0.068	0.471	1.3980369768947735e-40	2.9687847428429636e-40	1.3281118860920238e-44	LEC
Palld	3.0569018263160045e-40	-0.32074012390316514	0.393	0.626	6.435695414943085e-36	1.3887202943208235e-46	-0.38044995960541417	0.376	0.687	2.92367283563363e-42	3.0569018263160045e-40	2.7774405886416582e-46	FRC
Hint2	3.081874636843214e-40	-0.3331906824894804	0.058	0.496	6.488270672946019e-36	1.2716330051410522e-41	-0.26618778679862737	0.068	0.458	2.677168965723457e-37	3.081874636843214e-40	2.5432660102821135e-41	LEC
Fibin	3.9054234066022045e-40	-0.4231850678736996	0.004	0.358	8.22208789791962e-36	2.210483887936361e-50	-0.2796712029343989	0.007	0.255	4.6537317292724215e-46	3.9054234066022045e-40	4.420967775872737e-50	LEC
Eln	9.589652253168409e-61	-0.981281413466584	0.163	0.774	2.0189094888595452e-56	4.2850806397277175e-40	-0.7947955074836923	0.235	0.719	9.021380270818764e-36	4.2850806397277175e-40	1.9179304506336583e-60	LEC
Cbfa2t3	2.300199931459436e-49	-0.5172822177142665	0.083	0.628	4.84261091570155e-45	5.8584465441301285e-40	-0.3476057785929717	0.09	0.51	1.233378750935716e-35	5.8584465441301285e-40	4.6003998629188664e-49	LEC
Arhgap42	5.9493831292109465e-40	-0.26536082649410253	0.353	0.638	1.2525236301927807e-35	3.748398099991267e-43	-0.26431603817124083	0.289	0.631	7.891502519911614e-39	5.9493831292109465e-40	7.49679619998256e-43	FRC
Ctsd	9.740981552576444e-48	-0.4938990302325923	0.396	0.587	2.0507688462639187e-43	6.1416320034445544e-40	-0.45985944893731984	0.437	0.641	1.292997785685182e-35	6.1416320034445544e-40	1.9481963105153054e-47	BEC
Rapgef5	6.6846079066817e-40	-0.3307117841698347	0.298	0.529	1.4073105025936983e-35	1.0490276446319863e-64	-0.39086016240592475	0.291	0.675	2.2085179002437208e-60	6.6846079066817e-40	2.0980552892639644e-64	FRC
Palm	2.69763067153011e-40	-0.5737453270608217	0.08	0.529	5.679321852772341e-36	7.193070403065311e-40	-0.4685847579373235	0.068	0.431	1.51435711195734e-35	7.193070403065311e-40	5.395261343060252e-40	LEC
2900026A02Rik	2.523711320972473e-52	-0.5233852664737523	0.076	0.62	5.3131694440433475e-48	7.58718229083956e-40	-0.36930131788657516	0.088	0.497	1.5973294876904527e-35	7.58718229083956e-40	5.047422641944948e-52	LEC
Cd81	4.557448183479775e-44	-0.39319474594301074	0.7	0.783	9.594795660679969e-40	7.664700396662067e-40	-0.3575133600990743	0.742	0.805	1.613649374509265e-35	7.664700396662067e-40	9.114896366959525e-44	BEC
Rap2a	2.1719333117365633e-42	-0.4463960682436625	0.089	0.573	4.5725712011989866e-38	1.2376296365018697e-39	-0.312344895930588	0.093	0.516	2.6055816737273863e-35	1.2376296365018697e-39	4.343866623473136e-42	LEC
Ext2	1.576718771046018e-54	-0.3985996275839089	0.038	0.562	3.3194660286831817e-50	1.268173534893766e-39	-0.2511880827408516	0.064	0.438	2.669885743011845e-35	1.268173534893766e-39	3.153437542092023e-54	LEC
Gask1b	1.4340245885566184e-66	-0.41068855454279085	0.137	0.419	3.0190519662882485e-62	1.4078153743609354e-39	-0.2882906077532361	0.19	0.442	2.9638737076420775e-35	1.4078153743609354e-39	2.8680491771132383e-66	BEC
Iah1	1.4432707845376704e-39	-0.3583010407769744	0.04	0.453	3.0385179826871574e-35	1.467538073675289e-60	-0.36250543774740795	0.047	0.484	3.0896079065085855e-56	1.4432707845376704e-39	2.9350761473505507e-60	LEC
Dgkz	1.7549106356169503e-39	-0.3083300693296934	0.058	0.496	3.6946133611643655e-35	1.7622439345599835e-39	-0.2569336153633811	0.057	0.412	3.7100521554291336e-35	1.7622439345599835e-39	3.509821271233926e-39	LEC
Bcam	1.6298780870414477e-48	-0.45998505248750887	0.303	0.529	3.4313823366483596e-44	1.7800441862041785e-39	-0.3676639387596256	0.299	0.536	3.747527025215657e-35	1.7800441862041785e-39	3.2597561740829063e-48	BEC
Evi5	1.808707876655148e-39	-0.34876117716616845	0.074	0.526	3.807872692722083e-35	1.5079345436065e-46	-0.28350154933194566	0.059	0.458	3.174654594654764e-42	1.808707876655148e-39	3.0158690872130253e-46	LEC
Gna12	4.933548660432934e-41	-0.5144979855504375	0.141	0.635	1.0386599994809455e-36	1.8133131367791693e-39	-0.408634287118859	0.11	0.542	3.817568146861185e-35	1.8133131367791693e-39	9.867097320865949e-41	LEC
Upf3b	8.496343447240645e-41	-0.34416152018635715	0.065	0.522	1.788735185947573e-36	1.8460684567984967e-39	-0.29409138313186856	0.077	0.471	3.886527922097875e-35	1.8460684567984967e-39	1.6992686894481404e-40	LEC
Spr	2.406027005054913e-48	-0.438210285247098	0.047	0.515	5.065408653742109e-44	2.3100972495300388e-39	-0.25469341247334754	0.056	0.412	4.86344773943559e-35	2.3100972495300388e-39	4.8120540101098645e-48	LEC
Pigp	2.5506562916843387e-39	-0.2869367306764573	0.051	0.478	5.369896690883038e-35	3.9619743250506307e-44	-0.30986792730477647	0.064	0.458	8.341144546529094e-40	2.5506562916843387e-39	7.923948650101231e-44	LEC
Map1lc3a	2.7050575830817007e-39	-0.42001779205351764	0.118	0.602	5.694957729661904e-35	2.5817087388150496e-40	-0.40441549233048274	0.114	0.569	5.435271407827324e-36	2.7050575830817007e-39	5.163417477630114e-40	LEC
Cox7a2l	1.0222300861406392e-55	-0.3530151520842648	0.585	0.777	2.1521010003518877e-51	2.900753108947054e-39	-0.315544984257665	0.526	0.805	6.106955520266233e-35	2.900753108947054e-39	2.044460172281271e-55	FRC
Prdx4	7.26891530017007e-43	-0.3272551749298902	0.557	0.74	1.5303247381448048e-38	2.9329317020144666e-39	-0.31766456868284665	0.49	0.794	6.174701112251057e-35	2.9329317020144666e-39	1.453783060034019e-42	FRC
Fbln5	3.0554753284479464e-39	-0.5990478540026927	0.047	0.453	6.432692208981461e-35	2.2929832099865776e-42	-0.4566524519885425	0.048	0.386	4.827417551984742e-38	3.0554753284479464e-39	4.585966419973193e-42	LEC
Hmgn3	3.1179237232744825e-39	-0.3033367551569356	0.475	0.722	6.564164814609768e-35	3.520121461164842e-72	-0.4478519635568147	0.406	0.775	7.410911712190342e-68	3.1179237232744825e-39	7.04024292232978e-72	FRC
Fxyd6	1.0391829339358244e-65	-1.0827100279296793	0.176	0.777	2.187791830815091e-61	3.342923029902976e-39	-0.775411798475084	0.197	0.66	7.037855854854735e-35	3.342923029902976e-39	2.0783658678716817e-65	LEC
Gsn	1.5900825813343714e-62	-0.6301398138363208	0.659	0.842	3.347600858483252e-58	3.593899784188466e-39	-0.4636035527661442	0.663	0.865	7.566237215651977e-35	3.593899784188466e-39	3.1801651626687675e-62	FRC
Ndufs8	4.2552074159302195e-39	-0.2546751599619345	0.388	0.659	8.958488172757891e-35	2.2689588642219122e-43	-0.2714494101777572	0.33	0.68	4.7768390968463916e-39	4.2552074159302195e-39	4.537917728443854e-43	FRC
Plk2	2.0902884037017016e-51	-0.8457716528113468	0.203	0.752	4.400684176313192e-47	4.299233428354114e-39	-0.7042595148475556	0.203	0.673	9.051176136713917e-35	4.299233428354114e-39	4.1805768074033966e-51	LEC
Ctsz	3.806524830810573e-50	-0.32217509439588654	0.588	0.794	8.013876726305499e-46	6.227045370708754e-39	-0.3155560492024566	0.561	0.831	1.310979861895314e-34	6.227045370708754e-39	7.6130496616211325e-50	FRC
Nfix	6.084755282240634e-54	-0.36828994060035203	0.657	0.801	1.2810235295701207e-49	6.655896325858793e-39	-0.3291760719824318	0.59	0.824	1.4012658534830518e-34	6.655896325858793e-39	1.2169510564481328e-53	FRC
Rnf187	6.718807929255402e-39	-0.3882008489473905	0.127	0.62	1.4145106333461397e-34	2.524491906093637e-40	-0.3871280224644897	0.119	0.582	5.314812809898934e-36	6.718807929255402e-39	5.048983812187256e-40	LEC
Hjurp	4.584719350590115e-43	-0.5003236915715285	0.121	0.639	9.652209648797368e-39	6.78920761503515e-39	-0.3931107931776446	0.126	0.588	1.42933187919335e-34	6.78920761503515e-39	9.169438701180256e-43	LEC
Tie1	4.418716212916942e-50	-0.7198901985797755	0.15	0.712	9.302723243054037e-46	8.123534472353915e-39	-0.5925366618594361	0.176	0.654	1.7102477124646696e-34	8.123534472353915e-39	8.837432425833946e-50	LEC
Cenpx	1.1697106993254911e-38	-0.33009227703688926	0.078	0.529	2.4625919352899563e-34	7.724471954640315e-41	-0.31492196971899056	0.081	0.484	1.6262330806104257e-36	1.1697106993254911e-38	1.5448943909280551e-40	LEC
Tgfbr3	4.5346844972210854e-48	-0.3156774181123678	0.168	0.414	9.54687127199955e-44	1.2081875549234858e-38	-0.26232945287086695	0.231	0.498	2.5435972593804145e-34	1.2081875549234858e-38	9.069368994442249e-48	BEC
Man1a	3.4943800815665443e-57	-0.4045531372028124	0.441	0.684	7.356718385722046e-53	1.267627476413042e-38	-0.30952709681214446	0.4	0.715	2.668736126092377e-34	1.267627476413042e-38	6.988760163133161e-57	FRC
Tacc1	1.5679734909126073e-38	-0.25297905727638487	0.405	0.666	3.301054590418312e-34	4.2746571501541656e-46	-0.2752009582603938	0.318	0.684	8.999435698219564e-42	1.5679734909126073e-38	8.549314300308344e-46	FRC
Hyal2	1.724674258984364e-40	-0.42498770009276726	0.109	0.595	3.630956717439782e-36	1.6956027907556307e-38	-0.36740050375530087	0.105	0.529	3.569752555377829e-34	1.6956027907556307e-38	3.4493485179687126e-40	LEC
Chmp6	1.7234708253601366e-38	-0.33206003511682525	0.085	0.54	3.6284231286306954e-34	3.122959576132621e-54	-0.3189080069779949	0.047	0.451	6.574766795632007e-50	1.7234708253601366e-38	6.245919152265292e-54	LEC
Ddah2	1.8292177205721462e-38	-0.4030959087808583	0.08	0.529	3.8510520671205396e-34	5.4299099978504376e-40	-0.37211672480189484	0.089	0.503	1.1431589518474527e-35	1.8292177205721462e-38	1.0859819995700874e-39	LEC
Apbb2	1.8795939089715726e-38	-0.3167888445079759	0.067	0.511	3.957109056557852e-34	5.550491016135189e-45	-0.3523632426038604	0.082	0.516	1.1685448736269414e-40	1.8795939089715726e-38	1.1100982032270347e-44	LEC
Pnkd	2.0975666783412822e-52	-0.474679469296332	0.056	0.573	4.4160071279119015e-48	1.956456628532485e-38	-0.337546273771279	0.093	0.497	4.118928140049441e-34	1.956456628532485e-38	4.195133356682573e-52	LEC
S100a1	2.052054554398035e-38	-0.2551642048329667	0.244	0.487	4.3201904533741835e-34	1.3000190499537955e-50	-0.293339240474614	0.223	0.543	2.7369301058677257e-46	2.052054554398035e-38	2.600038099907588e-50	FRC
Csad	1.788316829696977e-40	-0.3174912405870459	0.042	0.467	3.7649434215610454e-36	2.2557934675714327e-38	-0.25702215422879837	0.051	0.386	4.749121987278137e-34	2.2557934675714327e-38	3.5766336593939457e-40	LEC
Timp2	2.9723485765521136e-45	-0.7893913915650816	0.281	0.799	6.257685458215165e-41	2.3658293878872164e-38	-0.7369309248517086	0.266	0.739	4.9807806103189564e-34	2.3658293878872164e-38	5.944697153104233e-45	LEC
Dpy30	2.500842572664e-38	-0.32598134314196614	0.058	0.482	5.265023868229519e-34	2.7041117189498496e-54	-0.33796796794242767	0.053	0.477	5.692966401905119e-50	2.500842572664e-38	5.408223437899681e-54	LEC
Hspb1	2.603291008128787e-38	-0.36106106781293823	0.277	0.518	5.4807085594135354e-34	3.683349701861268e-59	-0.4215381471728349	0.253	0.61	7.754556127328528e-55	2.603291008128787e-38	7.36669940372253e-59	FRC
Emcn	6.947821157774778e-56	-0.5112154684667927	0.6	0.709	1.462724788346324e-51	2.6106246517427497e-38	-0.39666948827597914	0.655	0.721	5.4961480793140114e-34	2.6106246517427497e-38	1.389564231554957e-55	BEC
Psap	1.663520662502482e-61	-0.46884346527179455	0.65	0.727	3.502210050766476e-57	2.77512241938959e-38	-0.33890615064932383	0.702	0.745	5.842465229540904e-34	2.77512241938959e-38	3.327041325004964e-61	BEC
Fuca1	2.992762499704566e-38	-0.33506236231864917	0.248	0.453	6.300662890628023e-34	1.4445308111147756e-52	-0.39148778305753257	0.247	0.53	3.0411707166399373e-48	2.992762499704566e-38	2.8890616222295482e-52	BEC
C1qtnf6	1.0918862044144383e-48	-0.528802860242582	0.06	0.566	2.298748026153717e-44	3.183671770219465e-38	-0.45796445913253025	0.112	0.542	6.70258417784304e-34	3.183671770219465e-38	2.1837724088288834e-48	LEC
Tsc22d1	1.1290675265183048e-62	-0.9475627587508824	0.203	0.807	2.377025863578987e-58	3.357765552285589e-38	-0.702147521755161	0.251	0.752	7.06910381722685e-34	3.357765552285589e-38	2.2581350530366304e-62	LEC
Ifngr2	3.4167427357002656e-38	-0.4324764881604678	0.1	0.558	7.193268481469769e-34	6.776583898209093e-39	-0.35863000832102043	0.087	0.49	1.4266742080899605e-34	3.4167427357002656e-38	1.3553167796418241e-38	LEC
Lamtor2	8.744502305664637e-47	-0.49725525359890077	0.107	0.628	1.840980070411576e-42	3.4973490996560997e-38	-0.4620111625955854	0.153	0.621	7.362969059505986e-34	3.4973490996560997e-38	1.7489004611329306e-46	LEC
Scp2	4.173764790575356e-38	-0.37745833047474153	0.382	0.547	8.787027013598297e-34	1.682992708494895e-38	-0.37421218666554157	0.379	0.588	3.543204549194302e-34	4.173764790575356e-38	3.365985416989818e-38	BEC
Bnip3l	1.9759606916429928e-56	-0.4918718117677265	0.354	0.577	4.159990044115993e-52	4.3223502538208206e-38	-0.3827493965393469	0.403	0.596	9.099843989368973e-34	4.3223502538208206e-38	3.9519213832859842e-56	BEC
Fkbp10	3.563748331267346e-40	-0.39667775713752906	0.1	0.58	7.502759361817144e-36	4.761966386690764e-38	-0.3180644350304472	0.106	0.536	1.0025367833900065e-33	4.761966386690764e-38	7.127496662534699e-40	LEC
Cd302	4.979757051835766e-38	-0.4181068248482239	0.107	0.58	1.0483882521229838e-33	1.296341749564675e-39	-0.35328825942312897	0.097	0.529	2.72918828535851e-35	4.979757051835766e-38	2.5926834991293627e-39	LEC
