Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CD34+ SC	GO:0000278	mitotic cell cycle	9/191	561/9499	0.8028248042705297	0.8758088773860323	0.8136909564628235	Gas1/Hmgb1/Fhl1/Tuba1a/Id4/Ttc28/Eml1/Spry1/Timp2	9
CD34+ SC	GO:0000082	G1/S transition of mitotic cell cycle	2/191	150/9499	0.8086080776816436	0.8783914813435261	0.8160903857659492	Fhl1/Id4	2
CD34+ SC	GO:0048144	fibroblast proliferation	1/191	84/9499	0.8198215129283347	0.8827966291448968	0.8201830925429753	Pdgfra	1
CD34+ SC	GO:2000241	regulation of reproductive process	1/191	85/9499	0.8234767536113606	0.884066232887139	0.8213626479346003	Anxa5	1
CD34+ SC	GO:0070997	neuron death	4/191	282/9499	0.8238671703364583	0.884066232887139	0.8213626479346003	Nrp1/Pink1/Smo/Bok	4
CD34+ SC	GO:0032886	regulation of microtubule-based process	2/191	157/9499	0.8284075453087631	0.887394536204316	0.8244548868687788	Anxa5/Cav1	2
CD34+ SC	GO:1901136	carbohydrate derivative catabolic process	1/191	88/9499	0.8340057351819281	0.8902989571827852	0.8271533078884364	Adamts12	1
CD34+ SC	GO:0008544	epidermis development	2/191	163/9499	0.8438976108353025	0.8959097419603929	0.8323661402198748	Ldb2/Smo	2
CD34+ SC	GO:0051301	cell division	5/191	387/9499	0.8945068636514752	0.9285288345678726	0.8626716798736259	Ttc28/Dstn/Lrp6/Epb41l2/Pard3b	5
CD34+ SC	GO:0022618	ribonucleoprotein complex assembly	1/191	141/9499	0.9441769463334699	0.963842201706241	0.8954803990184953	Celf2	1
CD34+ SC	GO:0071826	ribonucleoprotein complex subunit organization	1/191	147/9499	0.9506753260984677	0.966023955745527	0.8975074092222419	Celf2	1
CD34+ SC	GO:0016311	dephosphorylation	2/191	236/9499	0.9534945173871452	0.9676133898065007	0.8989841105376801	Pink1/Ptprs	2
CD34+ SC	GO:0019439	aromatic compound catabolic process	2/191	316/9499	0.9887339147609824	0.9958378161733735	0.9252066815563937	Tnrc6c/Ephx1	2
CD34+ SC	GO:1901361	organic cyclic compound catabolic process	2/191	323/9499	0.990081584523195	0.996218363487727	0.9255602380413654	Tnrc6c/Hsd17b11	2
CD34+ SC	GO:0032259	methylation	1/191	243/9499	0.9932655283449623	0.9981201985714773	0.9273271829174555	Auts2	1
CD34+ SC	GO:0043604	amide biosynthetic process	5/191	604/9499	0.9946650175535852	0.9982254845868065	0.9274250013807384	Abca8a/Mapk3/Tnrc6c/Pink1/Sptssa	5
CD34+ SC	GO:0046700	heterocycle catabolic process	1/191	311/9499	0.9983772045128877	0.9999737976763001	0.9290493130162091	Tnrc6c	1
CD34+ SC	GO:0044270	cellular nitrogen compound catabolic process	1/191	312/9499	0.9984109391600403	0.9999737976763001	0.9290493130162091	Tnrc6c	1
CD34+ SC	GO:0022613	ribonucleoprotein complex biogenesis	1/191	363/9499	0.9994573518507988	0.9999737976763001	0.9290493130162091	Celf2	1
Collecting	GO:0008015	blood circulation	8/40	254/9458	8.849057026995306e-6	0.012958542933528711	0.009841623743116255	Cldn5/Plvap/Cdh5/Sri/Gsn/Eng/Add3/Atp5j	8
Collecting	GO:0003013	circulatory system process	8/40	274/9458	1.5390193507753813e-5	0.012958542933528711	0.009841623743116255	Cldn5/Plvap/Cdh5/Sri/Gsn/Eng/Add3/Atp5j	8
Collecting	GO:0015986	proton motive force-driven ATP synthesis	3/40	17/9458	4.5740289221302506e-5	0.023072280042784544	0.017522702995363935	Atp5c1/Atp5g3/Atp5j	3
Collecting	GO:0032272	negative regulation of protein polymerization	4/40	54/9458	7.44793755080427e-5	0.023072280042784544	0.017522702995363935	Pecam1/Cdh5/Gsn/Add3	4
Collecting	GO:0007155	cell adhesion	11/40	676/9458	7.79309913316486e-5	0.023072280042784544	0.017522702995363935	Pecam1/Cldn5/Marcks/Cdh5/Ppp3ca/Prdx2/Sox4/Gsn/Eng/Icam2/Zmiz1	11
Collecting	GO:0055001	muscle cell development	5/40	110/9458	9.240908402183944e-5	0.023072280042784544	0.017522702995363935	Slc25a4/Ppp3ca/Cav2/Foxp1/Eng	5
Collecting	GO:0022603	regulation of anatomical structure morphogenesis	10/40	579/9458	1.0869820429810379e-4	0.023072280042784544	0.017522702995363935	Cldn5/Marcks/Rhoj/Cdh5/Ppp3ca/Foxp1/Cpe/Eng/Myl12b/Nedd4	10
Collecting	GO:0035295	tube development	11/40	702/9458	1.0960703108211184e-4	0.023072280042784544	0.017522702995363935	Pecam1/Cldn5/Nfia/Marcks/Rhoj/Cdh5/Foxp1/Sox4/Eng/Nedd4/Zmiz1	11
Collecting	GO:0072359	circulatory system development	11/40	712/9458	1.244503062950688e-4	0.02328603508898843	0.017685043526141357	Pecam1/Slc25a4/Cldn5/Rhoj/Cdh5/Foxp1/Cpe/Sox4/Eng/Nedd4/Zmiz1	11
Collecting	GO:0042110	T cell activation	7/40	279/9458	1.457645860836572e-4	0.024546756296487872	0.018642523378067738	Ctsl/Foxp1/Prdx2/Sox4/Gsn/Nedd4/Zmiz1	7
Collecting	GO:0007179	transforming growth factor beta receptor signaling pathway	5/40	133/9458	2.2602371798747915e-4	0.03460217646281045	0.026279312665529877	Cldn5/Cdh5/Cav2/Eng/Zmiz1	5
Collecting	GO:0043114	regulation of vascular permeability	3/40	30/9458	2.628809915439107e-4	0.03473959444075788	0.02638367748813653	Cldn5/Plvap/Cdh5	3
Collecting	GO:0043500	muscle adaptation	4/40	77/9458	2.971631065785221e-4	0.035744476534159374	0.0271468552250304	Slc25a4/Ppp3ca/Foxp1/Gsn	4
Collecting	GO:0070830	bicellular tight junction assembly	3/40	33/9458	3.501791361382702e-4	0.039313444350456465	0.029857378975999882	Pecam1/Cldn5/Cdh5	3
Collecting	GO:0003208	cardiac ventricle morphogenesis	3/40	36/9458	4.54253438286574e-4	0.04028422616967069	0.03059465857991617	Cpe/Sox4/Eng	3
Collecting	GO:0071559	response to transforming growth factor beta	5/40	160/9458	5.30769475571008e-4	0.04028422616967069	0.03059465857991617	Cldn5/Cdh5/Cav2/Eng/Zmiz1	5
Collecting	GO:0061028	establishment of endothelial barrier	3/40	39/9458	5.763471540852769e-4	0.04028422616967069	0.03059465857991617	Pecam1/Cldn5/Cdh5	3
Collecting	GO:0120193	tight junction organization	3/40	40/9458	6.212568801454291e-4	0.04028422616967069	0.03059465857991617	Pecam1/Cldn5/Cdh5	3
Collecting	GO:0003158	endothelium development	4/40	96/9458	6.885249639540065e-4	0.04028422616967069	0.03059465857991617	Pecam1/Cldn5/Cdh5/Foxp1	4
Collecting	GO:0030217	T cell differentiation	5/40	170/9458	6.994651297864555e-4	0.04028422616967069	0.03059465857991617	Ctsl/Foxp1/Prdx2/Sox4/Zmiz1	5
Collecting	GO:0030837	negative regulation of actin filament polymerization	3/40	42/9458	7.176524852079101e-4	0.04028422616967069	0.03059465857991617	Pecam1/Gsn/Add3	3
Collecting	GO:1903317	regulation of protein maturation	3/40	42/9458	7.176524852079101e-4	0.04028422616967069	0.03059465857991617	Tmem59/Sox4/Gsn	3
Collecting	GO:0075509	endocytosis involved in viral entry into host cell	2/40	10/9458	7.6819639154123e-4	0.04156430042223599	0.03156683648769642	Ctsl/Cav2	2
Collecting	GO:0030029	actin filament-based process	8/40	490/9458	8.675153407461612e-4	0.04156430042223599	0.03156683648769642	Pecam1/Ctsl/Marcks/Rhoj/Foxp1/Sri/Gsn/Add3	8
Collecting	GO:0000902	cell morphogenesis	9/40	621/9458	9.282418438907286e-4	0.04156430042223599	0.03156683648769642	Pecam1/Marcks/Rhoj/Cdh5/Ppp3ca/Foxp1/Myl12b/Nedd4/Aplp2	9
Collecting	GO:1902600	proton transmembrane transport	3/40	46/9458	9.379117672476054e-4	0.04156430042223599	0.03156683648769642	Slc25a4/Ndufa4/Atp5g3	3
Collecting	GO:0010035	response to inorganic substance	6/40	286/9458	0.0011711172435484923	0.042643679446391206	0.032386592403653776	S100a16/Fabp4/Ppp3ca/Foxp1/Prdx2/Gsn	6
Collecting	GO:0051270	regulation of cellular component movement	9/40	643/9458	0.0011892448238803215	0.042643679446391206	0.032386592403653776	Pecam1/Cldn5/Plvap/Rhoj/Cdh5/Ppp3ca/Foxp1/Sri/Eng	9
Collecting	GO:0010611	regulation of cardiac muscle hypertrophy	3/40	50/9458	0.0011969242007606761	0.042643679446391206	0.032386592403653776	Slc25a4/Ppp3ca/Foxp1	3
Collecting	GO:0051494	negative regulation of cytoskeleton organization	4/40	113/9458	0.001267370904515022	0.042643679446391206	0.032386592403653776	Pecam1/Cdh5/Gsn/Add3	4
Collecting	GO:0014743	regulation of muscle hypertrophy	3/40	51/9458	0.0012680198827228503	0.042643679446391206	0.032386592403653776	Slc25a4/Ppp3ca/Foxp1	3
Collecting	GO:0046794	transport of virus	2/40	13/9458	0.0013208918611591132	0.042643679446391206	0.032386592403653776	Ctsl/Cav2	2
Collecting	GO:2000114	regulation of establishment of cell polarity	2/40	13/9458	0.0013208918611591132	0.042643679446391206	0.032386592403653776	Cdh5/Gsn	2
Collecting	GO:0044057	regulation of system process	6/40	293/9458	0.0013265395773910198	0.042643679446391206	0.032386592403653776	Slc25a4/Ppp3ca/Foxp1/Sri/Add3/Atp5j	6
Collecting	GO:0051604	protein maturation	5/40	198/9458	0.0013866889434505573	0.042643679446391206	0.032386592403653776	Tmem59/Ctsl/Cpe/Sox4/Gsn	5
Collecting	GO:1901701	cellular response to oxygen-containing compound	9/40	659/9458	0.0014144325926216629	0.042643679446391206	0.032386592403653776	Nsg1/Marcks/Akr1a1/Ppp3ca/Cav2/Foxp1/Prdx2/Sox4/Sri	9
Collecting	GO:0099170	postsynaptic modulation of chemical synaptic transmission	2/40	14/9458	0.0015369236601887736	0.04300004979545617	0.032657244969045665	Ppp3ca/Nedd4	2
Collecting	GO:1901550	regulation of endothelial cell development	2/40	14/9458	0.0015369236601887736	0.04300004979545617	0.032657244969045665	Cldn5/Cdh5	2
Collecting	GO:1903140	regulation of establishment of endothelial barrier	2/40	14/9458	0.0015369236601887736	0.04300004979545617	0.032657244969045665	Cldn5/Cdh5	2
Collecting	GO:0002693	positive regulation of cellular extravasation	2/40	15/9458	0.0017686371732326422	0.04727595237656777	0.035904664419008525	Pecam1/Plvap	2
Collecting	GO:0010155	regulation of proton transport	2/40	15/9458	0.0017686371732326422	0.04727595237656777	0.035904664419008525	Slc25a4/Ndufa4	2
Collecting	GO:0046718	viral entry into host cell	3/40	58/9458	0.001840765063099113	0.04768997486552164	0.0362191020512619	Ctsl/Cav2/Gsn	3
Collecting	GO:0048814	regulation of dendrite morphogenesis	3/40	59/9458	0.0019337221396533977	0.04895550368288117	0.03718023313833019	Marcks/Ppp3ca/Nedd4	3
Collecting	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	5/40	216/9458	0.002035405930059143	0.04895550368288117	0.03718023313833019	Cldn5/Cdh5/Cav2/Eng/Zmiz1	5
Collecting	GO:0022898	regulation of transmembrane transporter activity	4/40	131/9458	0.0021836693215838876	0.04895550368288117	0.03718023313833019	Slc25a4/Ndufa4/Sri/Nedd4	4
Collecting	GO:0030072	peptide hormone secretion	4/40	131/9458	0.0021836693215838876	0.04895550368288117	0.03718023313833019	Ppp3ca/Cpe/Sox4/Sri	4
Collecting	GO:0031579	membrane raft organization	2/40	17/9458	0.0022785909072736876	0.04895550368288117	0.03718023313833019	Cav2/Gsn	2
Collecting	GO:0002790	peptide secretion	4/40	133/9458	0.0023076969657422606	0.04895550368288117	0.03718023313833019	Ppp3ca/Cpe/Sox4/Sri	4
Collecting	GO:0071495	cellular response to endogenous stimulus	9/40	709/9458	0.0023511003772478853	0.04895550368288117	0.03718023313833019	Nsg1/Cldn5/Marcks/Cdh5/Cav2/Foxp1/Eng/Nedd4/Zmiz1	9
Collecting	GO:0006897	endocytosis	6/40	328/9458	0.0023547480987609116	0.04895550368288117	0.03718023313833019	Ctsl/Rhoj/Ppp3ca/Cav2/Gsn/Nedd4	6
Collecting	GO:0030036	actin cytoskeleton organization	7/40	448/9458	0.0024445388848045252	0.0500612829487995	0.03802003924415014	Pecam1/Ctsl/Marcks/Rhoj/Foxp1/Gsn/Add3	7
Collecting	GO:0007212	dopamine receptor signaling pathway	2/40	18/9458	0.0025565738323021126	0.0500612829487995	0.03802003924415014	Nsg1/Cav2	2
Collecting	GO:0061050	regulation of cell growth involved in cardiac muscle cell development	2/40	18/9458	0.0025565738323021126	0.0500612829487995	0.03802003924415014	Slc25a4/Foxp1	2
Collecting	GO:0032409	regulation of transporter activity	4/40	138/9458	0.0026389261298068877	0.05046090266052684	0.038323538400137594	Slc25a4/Ndufa4/Sri/Nedd4	4
Collecting	GO:0010817	regulation of hormone levels	5/40	231/9458	0.002726882383351363	0.05046230696223842	0.038324604925065425	Ctsl/Ppp3ca/Cpe/Sox4/Sri	5
Collecting	GO:0048741	skeletal muscle fiber development	2/40	19/9458	0.0028497238715600205	0.0516014516097535	0.03918975103503594	Ppp3ca/Cav2	2
Collecting	GO:0019725	cellular homeostasis	7/40	463/9458	0.0029425517459684566	0.05216060147590401	0.039614408546832965	Cdh5/Ppp3ca/Cav2/Prdx2/Sox4/Sri/Aplp2	7
Collecting	GO:1902414	protein localization to cell junction	3/40	70/9458	0.0031532223931004287	0.05288703761957704	0.04016611495673591	Pecam1/Nsg1/Cdh5	3
Collecting	GO:0048745	smooth muscle tissue development	2/40	20/9458	0.0031579142805146523	0.05288703761957704	0.04016611495673591	Foxp1/Eng	2
Collecting	GO:0006811	ion transport	8/40	610/9458	0.0034904359672546076	0.05493359036314729	0.04172041023329413	Slc25a4/Ndufa4/Ppp3ca/Sri/Atp5c1/Nedd4/Atp5g3/Atp5j	8
Collecting	GO:0040012	regulation of locomotion	8/40	625/9458	0.004050753433290459	0.05721047730985981	0.043449637411851275	Pecam1/Cldn5/Plvap/Rhoj/Cdh5/Ppp3ca/Foxp1/Eng	8
Collecting	GO:0042886	amide transport	4/40	158/9458	0.0042919280743137465	0.05721047730985981	0.043449637411851275	Ppp3ca/Cpe/Sox4/Sri	4
Collecting	GO:0043542	endothelial cell migration	4/40	159/9458	0.004389377230629256	0.05721047730985981	0.043449637411851275	Pecam1/Rhoj/Cdh5/Foxp1	4
Collecting	GO:0030518	intracellular steroid hormone receptor signaling pathway	3/40	79/9458	0.0044373056938419525	0.05721047730985981	0.043449637411851275	Foxp1/Nedd4/Zmiz1	3
Collecting	GO:0007417	central nervous system development	7/40	500/9458	0.004507262456191948	0.05721047730985981	0.043449637411851275	Marcks/Foxp1/Sox4/Gsn/Zmiz1/Aplp2/Selenop	7
Collecting	GO:1903350	response to dopamine	2/40	24/9458	0.004538571045072636	0.05721047730985981	0.043449637411851275	Nsg1/Cav2	2
Collecting	GO:0009914	hormone transport	4/40	161/9458	0.004588754708485451	0.05721047730985981	0.043449637411851275	Ppp3ca/Cpe/Sox4/Sri	4
Collecting	GO:0043271	negative regulation of ion transport	3/40	80/9458	0.004596779598406251	0.05721047730985981	0.043449637411851275	Sri/Nedd4/Atp5j	3
Collecting	GO:0032970	regulation of actin filament-based process	5/40	262/9458	0.004675678740775001	0.05721047730985981	0.043449637411851275	Pecam1/Ctsl/Sri/Gsn/Add3	5
Collecting	GO:0040017	positive regulation of locomotion	6/40	377/9458	0.004690696918139522	0.05721047730985981	0.043449637411851275	Pecam1/Plvap/Rhoj/Cdh5/Ppp3ca/Foxp1	6
Collecting	GO:0006119	oxidative phosphorylation	3/40	81/9458	0.004759697255392343	0.05721047730985981	0.043449637411851275	Cox7a2l/Atp5c1/Atp5j	3
Collecting	GO:0021517	ventral spinal cord development	2/40	25/9458	0.004920088403156522	0.05721047730985981	0.043449637411851275	Foxp1/Sox4	2
Collecting	GO:0071333	cellular response to glucose stimulus	3/40	82/9458	0.004926080290932109	0.05721047730985981	0.043449637411851275	Ppp3ca/Sox4/Sri	3
Collecting	GO:0071407	cellular response to organic cyclic compound	5/40	272/9458	0.005475340205960972	0.05948692197960179	0.0451785286943469	Nsg1/Cav2/Foxp1/Nedd4/Zmiz1	5
Collecting	GO:0046034	ATP metabolic process	4/40	171/9458	0.005677959085913136	0.06026497546424654	0.045769436922777566	Cox7a2l/Atp5c1/Atp5g3/Atp5j	4
Collecting	GO:0030513	positive regulation of BMP signaling pathway	2/40	28/9458	0.006149928688210862	0.0618591106632358	0.04698013467672929	Cdh5/Eng	2
Collecting	GO:1990748	cellular detoxification	2/40	28/9458	0.006149928688210862	0.0618591106632358	0.04698013467672929	Akr1a1/Prdx2	2
Collecting	GO:1902105	regulation of leukocyte differentiation	4/40	175/9458	0.006158259058535047	0.0618591106632358	0.04698013467672929	Foxp1/Prdx2/Sox4/Zmiz1	4
Collecting	GO:0050680	negative regulation of epithelial cell proliferation	3/40	89/9458	0.006189518993224758	0.0618591106632358	0.04698013467672929	Ctsl/Cav2/Eng	3
Collecting	GO:0019058	viral life cycle	4/40	176/9458	0.006282443591707181	0.061869210575642646	0.04698780525653571	Ctsl/Cav2/Gsn/Nedd4	4
Collecting	GO:0045597	positive regulation of cell differentiation	7/40	536/9458	0.00657381944839299	0.06334560538372914	0.048109082723609774	Slc25a4/Cldn5/Marcks/Cdh5/Sox4/Eng/Zmiz1	7
Collecting	GO:0051147	regulation of muscle cell differentiation	3/40	91/9458	0.0065828271627984564	0.06334560538372914	0.048109082723609774	Slc25a4/Foxp1/Eng	3
Collecting	GO:0051258	protein polymerization	4/40	183/9458	0.007198854140504341	0.06624519329294705	0.05031123256090178	Pecam1/Cdh5/Gsn/Add3	4
Collecting	GO:0015909	long-chain fatty acid transport	2/40	31/9458	0.007505171704585065	0.06795004919635081	0.051606019360899015	Fabp4/Atp5j	2
Collecting	GO:0086003	cardiac muscle cell contraction	2/40	32/9458	0.007984231243092688	0.06930641965653653	0.05263614194442549	Sri/Gsn	2
Collecting	GO:0001775	cell activation	7/40	560/9458	0.00830295441766934	0.07134417108787858	0.05418375288896892	Ctsl/Foxp1/Prdx2/Sox4/Gsn/Nedd4/Zmiz1	7
Collecting	GO:0098754	detoxification	2/40	33/9458	0.008476750733863937	0.07137424117913435	0.05420659021918255	Akr1a1/Prdx2	2
Collecting	GO:0007517	muscle organ development	4/40	197/9458	0.009289138985422052	0.07705867020419081	0.05852374315420168	Ppp3ca/Cav2/Foxp1/Eng	4
Collecting	GO:0009746	response to hexose	3/40	106/9458	0.010007833596374237	0.07970330015907695	0.06053226009081042	Ppp3ca/Sox4/Sri	3
Collecting	GO:0009749	response to glucose	3/40	106/9458	0.010007833596374237	0.07970330015907695	0.06053226009081042	Ppp3ca/Sox4/Sri	3
Collecting	GO:0034284	response to monosaccharide	3/40	106/9458	0.010007833596374237	0.07970330015907695	0.06053226009081042	Ppp3ca/Sox4/Sri	3
Collecting	GO:0000904	cell morphogenesis involved in differentiation	6/40	443/9458	0.010118810890347768	0.08000036403448658	0.060757871172584826	Pecam1/Marcks/Ppp3ca/Foxp1/Nedd4/Aplp2	6
Collecting	GO:0045123	cellular extravasation	2/40	39/9458	0.011708050042521604	0.08647524680529114	0.06567534996151315	Pecam1/Plvap	2
Collecting	GO:0007267	cell-cell signaling	8/40	750/9458	0.011892528602265147	0.08682185338052623	0.06593858723424138	Nsg1/Ppp3ca/Cav2/Cpe/Sox4/Sri/Nedd4/Atp5j	8
Collecting	GO:0048878	chemical homeostasis	7/40	600/9458	0.011909648533789525	0.08682185338052623	0.06593858723424138	Fabp4/Cdh5/Ppp3ca/Cav2/Sox4/Sri/Aplp2	7
Collecting	GO:0044092	negative regulation of molecular function	7/40	604/9458	0.012324834684249771	0.08854260977097839	0.06724544997608373	Pecam1/Fabp4/Ppp3ca/Prdx2/Sri/Eng/Nedd4	7
Collecting	GO:0046390	ribose phosphate biosynthetic process	3/40	115/9458	0.012478280363925941	0.08854260977097839	0.06724544997608373	Atp5c1/Atp5g3/Atp5j	3
Collecting	GO:0090132	epithelium migration	4/40	215/9458	0.012513741760981507	0.08854260977097839	0.06724544997608373	Pecam1/Rhoj/Cdh5/Foxp1	4
Collecting	GO:0032880	regulation of protein localization	7/40	612/9458	0.013186882648469593	0.09176326603315205	0.0696914415741216	Pecam1/Tmem59/Ppp3ca/Cav2/Sox4/Sri/Gsn	7
Collecting	GO:0097435	supramolecular fiber organization	6/40	470/9458	0.013295485994694291	0.09182126154484677	0.06973548742154571	Pecam1/Marcks/Cdh5/Foxp1/Gsn/Add3	6
Collecting	GO:0009060	aerobic respiration	3/40	121/9458	0.01430329994573124	0.09520457355182374	0.07230501116731208	Cox7a2l/Atp5c1/Atp5j	3
Collecting	GO:0010508	positive regulation of autophagy	3/40	121/9458	0.01430329994573124	0.09520457355182374	0.07230501116731208	Slc25a4/Tmem59/Sptlc2	3
Collecting	GO:0031648	protein destabilization	2/40	44/9458	0.014749992242411308	0.09664975461564453	0.07340258273409683	Gsn/Serf2	2
Collecting	GO:0070252	actin-mediated cell contraction	2/40	46/9458	0.016052286915472613	0.10239413320324198	0.0777652655594068	Sri/Gsn	2
Collecting	GO:0048545	response to steroid hormone	3/40	132/9458	0.01802536638122217	0.11118943950907742	0.08444503625673776	Foxp1/Nedd4/Zmiz1	3
Collecting	GO:0031400	negative regulation of protein modification process	5/40	373/9458	0.01965400906392895	0.1177841681980653	0.089453534417208	Pecam1/Tmem59/Fabp4/Sox4/Eng	5
Collecting	GO:0051341	regulation of oxidoreductase activity	2/40	52/9458	0.020241158239858437	0.12002151576028734	0.09115273262204597	Ndufa4/Eng	2
Collecting	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	2/40	53/9458	0.02097931818645907	0.12224626929410752	0.09284236604096803	Nsg1/Nedd4	2
Collecting	GO:1901615	organic hydroxy compound metabolic process	4/40	252/9458	0.021213912546396714	0.12318699561424849	0.09355681939699459	Ctsl/Akr1a1/Sptlc2/Aplp2	4
Collecting	GO:0014070	response to organic cyclic compound	5/40	381/9458	0.02133540739143448	0.12346675617586138	0.09376928913218627	Nsg1/Cav2/Foxp1/Nedd4/Zmiz1	5
Collecting	GO:0120039	plasma membrane bounded cell projection morphogenesis	5/40	382/9458	0.021552045166950112	0.12429330157926025	0.09439702551494011	Marcks/Ppp3ca/Foxp1/Nedd4/Aplp2	5
Collecting	GO:0050673	epithelial cell proliferation	4/40	256/9458	0.022331382829374264	0.12704746177252116	0.09648872737443007	Ctsl/Cav2/Foxp1/Eng	4
Collecting	GO:0043112	receptor metabolic process	2/40	56/9458	0.023260321942770286	0.1305679405054172	0.09916242512444175	Nsg1/Nedd4	2
Collecting	GO:0032411	positive regulation of transporter activity	2/40	57/9458	0.024042491514176118	0.1323122735616751	0.10048719363510143	Slc25a4/Ndufa4	2
Collecting	GO:1904035	regulation of epithelial cell apoptotic process	2/40	60/9458	0.026453096123145132	0.14122926579966386	0.10725938113926216	Cdh5/Gsn	2
Collecting	GO:0048646	anatomical structure formation involved in morphogenesis	7/40	709/9458	0.02741202187951155	0.14328245354570224	0.10881871550070524	Pecam1/Cldn5/Rhoj/Cdh5/Foxp1/Sox4/Eng	7
Collecting	GO:0061061	muscle structure development	5/40	408/9458	0.027702776605189626	0.14398603642944238	0.10935306554680115	Slc25a4/Ppp3ca/Cav2/Foxp1/Eng	5
Collecting	GO:0006875	cellular metal ion homeostasis	4/40	274/9458	0.027805820735652263	0.14407692959642587	0.10942209617430769	Cdh5/Cav2/Sri/Aplp2	4
Collecting	GO:0030198	extracellular matrix organization	3/40	157/9458	0.028320829687179624	0.14408542958673862	0.10942855166138732	Cav2/Eng/Aplp2	3
Collecting	GO:0043062	extracellular structure organization	3/40	157/9458	0.028320829687179624	0.14408542958673862	0.10942855166138732	Cav2/Eng/Aplp2	3
Collecting	GO:0045229	external encapsulating structure organization	3/40	157/9458	0.028320829687179624	0.14408542958673862	0.10942855166138732	Cav2/Eng/Aplp2	3
Collecting	GO:1901135	carbohydrate derivative metabolic process	6/40	573/9458	0.031885075665014	0.1560885680810569	0.1185445744583599	Tmem59/Ctsl/Akr1a1/Atp5c1/Atp5g3/Atp5j	6
Collecting	GO:0071396	cellular response to lipid	4/40	287/9458	0.032221519361461774	0.1572783727672511	0.11944819534454938	Foxp1/Prdx2/Nedd4/Zmiz1	4
Collecting	GO:0061912	selective autophagy	2/40	67/9458	0.03243909255621993	0.1574277575350846	0.11956164858427791	Slc25a4/Sptlc2	2
Collecting	GO:1903037	regulation of leukocyte cell-cell adhesion	3/40	167/9458	0.033155234242340785	0.16044084616121232	0.12184999880352106	Prdx2/Sox4/Zmiz1	3
Collecting	GO:0051241	negative regulation of multicellular organismal process	6/40	582/9458	0.0340595248353425	0.1638749709220479	0.12445811330809364	Cldn5/Ppp3ca/Foxp1/Cpe/Prdx2/Sri	6
Collecting	GO:0021700	developmental maturation	3/40	172/9458	0.03572488235572584	0.1709110849063702	0.12980183032956608	Nfia/Ctsl/Cdh5	3
Collecting	GO:0050727	regulation of inflammatory response	3/40	173/9458	0.03625094190501957	0.17147917462936224	0.1302332773938462	Fabp4/Cdh5/Foxp1	3
Collecting	GO:0050863	regulation of T cell activation	3/40	173/9458	0.03625094190501957	0.17147917462936224	0.1302332773938462	Prdx2/Sox4/Zmiz1	3
Collecting	GO:0002684	positive regulation of immune system process	5/40	448/9458	0.03919990660029965	0.17548160099129334	0.1332729998777481	Pecam1/Plvap/Foxp1/Sox4/Zmiz1	5
Collecting	GO:0022411	cellular component disassembly	4/40	309/9458	0.04059391675784992	0.17548160099129334	0.1332729998777481	Slc25a4/Gsn/Eng/Add3	4
Collecting	GO:0051261	protein depolymerization	2/40	76/9458	0.04083497494631959	0.17548160099129334	0.1332729998777481	Gsn/Add3	2
Collecting	GO:0042403	thyroid hormone metabolic process	1/40	10/9458	0.04151574674768199	0.17548160099129334	0.1332729998777481	Ctsl	1
Collecting	GO:0046185	aldehyde catabolic process	1/40	10/9458	0.04151574674768199	0.17548160099129334	0.1332729998777481	Akr1a1	1
Collecting	GO:0051280	negative regulation of release of sequestered calcium ion into cytosol	1/40	10/9458	0.04151574674768199	0.17548160099129334	0.1332729998777481	Sri	1
Collecting	GO:0060049	regulation of protein glycosylation	1/40	10/9458	0.04151574674768199	0.17548160099129334	0.1332729998777481	Tmem59	1
Collecting	GO:0060973	cell migration involved in heart development	1/40	10/9458	0.04151574674768199	0.17548160099129334	0.1332729998777481	Eng	1
Collecting	GO:0061140	lung secretory cell differentiation	1/40	10/9458	0.04151574674768199	0.17548160099129334	0.1332729998777481	Foxp1	1
Collecting	GO:1901029	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	1/40	10/9458	0.04151574674768199	0.17548160099129334	0.1332729998777481	Slc25a4	1
Collecting	GO:1903530	regulation of secretion by cell	4/40	313/9458	0.04223872608028673	0.17548160099129334	0.1332729998777481	Ppp3ca/Sox4/Sri/Atp5j	4
Collecting	GO:0042391	regulation of membrane potential	3/40	188/9458	0.04462243401387513	0.17548160099129334	0.1332729998777481	Ppp3ca/Foxp1/Nedd4	3
Collecting	GO:1904019	epithelial cell apoptotic process	2/40	80/9458	0.04480314241986813	0.17548160099129334	0.1332729998777481	Cdh5/Gsn	2
Collecting	GO:0001921	positive regulation of receptor recycling	1/40	11/9458	0.045573681774152	0.17548160099129334	0.1332729998777481	Nsg1	1
Collecting	GO:0002903	negative regulation of B cell apoptotic process	1/40	11/9458	0.045573681774152	0.17548160099129334	0.1332729998777481	Foxp1	1
Collecting	GO:0010644	cell communication by electrical coupling	1/40	11/9458	0.045573681774152	0.17548160099129334	0.1332729998777481	Sri	1
Collecting	GO:0015868	purine ribonucleotide transport	1/40	11/9458	0.045573681774152	0.17548160099129334	0.1332729998777481	Slc25a4	1
